"","Player","Nation","Squad","Age","Born","X90s","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"248","z.kayendeke","People's Land of Maneau","Silver Heels",20,1999,19.04,3.63,1.57,2.65,0.45,0.43,0.91,1.88,1,0.91,21.38,5.08,1,14.41,4.64,2.09,2.63,0.41,0,2.17,1.58,5.28,3.47,0,18300000,17200000,16200000,15200000,14300000,13300000,12400000,11500000,10600000,9800000
"249","z.mutandwa","People's Land of Maneau","Silver Heels",33,1987,15.1,0.71,0.37,0.5,0.17,0.06,0.11,0.76,1,0.54,4.09,1.18,1,2.65,1.41,0.04,1.64,1.16,0.07,0.65,0.54,1.1,5.01,0,7700000,7e+06,6400000,5800000,5200000,4700000,4200000,3800000,3400000,3e+06
"250","m.purnomo","Central Diasongo","Silver Heels",27,1992,28.99,1.08,0.84,0.58,0.53,0.14,0.31,1.06,1,0.71,19.51,4.86,1,3.64,9.36,6.33,0.79,0.06,0,0.74,1,2.14,0.09,0.02,29600000,27400000,25300000,23300000,21400000,19600000,17900000,16200000,14700000,13300000
"251","d.morales","Dosqaly","Silver Heels",23,1997,2.56,0.45,0.36,0.09,0.33,0,0.32,1.13,1,0.85,12.4,1.63,1,0.86,7.17,4.43,0.79,0.39,0,0.38,0.37,0.74,0.71,0,9800000,9200000,8600000,8e+06,7400000,6900000,6300000,5800000,5400000,4900000
"252","f.diaz","Southern Ristan","Silver Heels",29,1990,20.26,0.69,0.54,0.02,0.33,0.36,0,0.44,0,0.31,11.82,2.79,1,0.72,6.4,4.77,0.84,0.3,0.09,0.61,0.17,0.89,1.74,0.09,16700000,15300000,14100000,12900000,11800000,10700000,9700000,8800000,7900000,7100000
"253","x.nakanwagi","Southern Ristan","Silver Heels",26,1993,8.11,0.33,0.36,0.17,0.33,0,0.16,1.04,1,0.78,13.58,2.56,1,0.98,6.74,5.79,1.23,0.18,0.09,1.17,0.29,0.65,0.63,0.17,1.1e+07,10200000,9500000,8700000,8e+06,7400000,6800000,6200000,5600000,5100000
"254","w.markovi","Nancipenuaroe","Silver Heels",28,1991,23.26,2.16,1.47,0.34,1.29,0.64,0.56,1.87,1,1.26,29.08,6.75,1,6.1,14.86,8.08,1.16,0.08,0,1.26,1.18,3.38,0.54,0,19600000,18100000,16700000,15300000,1.4e+07,12800000,11600000,10600000,9600000,8600000
"255","q.musimenta","Nganion","Silver Heels",33,1987,37.03,0,0.06,0,0,0.03,0,0,0,0.08,0.16,0,1,0.13,0,0.01,0,0.04,0.08,0.05,0,0.03,0,0,26300000,23900000,21700000,19600000,17700000,15900000,14300000,12800000,11400000,10200000
"256","c.leroy","People's Land of Maneau","Silver Heels",27,1993,0.94,0.03,0.07,0,0.01,0.08,0.06,0.02,0,0,0.08,0,0,0.04,0,0.04,0,0.1,0,0,0.01,0,0,0,6500000,6e+06,5500000,5100000,4700000,4300000,3900000,3500000,3200000,2900000
"257","j.agaba","Byasier Pujan","Silver Heels",23,1996,20.19,1.58,1.08,0.78,0.71,0.23,0.62,1.88,1,1.24,14.78,4.22,1,5.56,7.32,1.64,2.25,0.35,0,1.87,1.23,2.88,1.47,0,21600000,20200000,18900000,17600000,16300000,15100000,13900000,12800000,11800000,10800000
"258","e.mutebi","Nancipenuaroe","Silver Heels",27,1992,15.96,2.3,1.18,1.12,0.86,0.48,0.46,1.52,1,1.08,15.53,4.29,1,5.5,7.21,2.9,2.23,0.44,0,1.76,1.39,3.64,0.87,0,13300000,12300000,11300000,10400000,9600000,8800000,8e+06,7300000,6600000,6e+06
"259","v.mahagna","Ngoque Blicri","Silver Heels",32,1987,16.24,3.51,1.64,1.81,1.3,0.38,1.02,2.66,1,1.62,23.28,6.25,1,9.76,11.15,2.33,2.41,0.27,0,2.15,1.37,4.93,1.59,0,7900000,7200000,6600000,6e+06,5400000,4900000,4400000,3900000,3500000,3100000
"260","j.mukalazi","People's Land of Maneau","Silver Heels",22,1998,28.38,1.4,0.81,0.54,0.4,0.21,0.4,1.23,1,0.7,11.11,3.15,1,3.13,5.67,2.38,1.19,0.17,0.1,1.09,1.11,2.46,0.16,0.03,38100000,35800000,33500000,31300000,29100000,2.7e+07,2.5e+07,23100000,21300000,19500000
"261","a.nyasulu","Rosvi","Silver Heels",29,1991,26.22,2.55,1.59,0.99,1.26,0.25,1.3,3.18,1,1.85,17.79,5.07,1,7.54,8.34,1.68,1.83,0.25,0,1.5,1.69,4.23,1.86,0.01,18200000,16700000,15400000,14100000,12800000,11700000,10600000,9600000,8700000,7800000
"262","i.joseph","Southslands","Silver Heels",29,1990,9.08,1.92,0.89,1.33,0.72,0.05,1.19,2.73,1,1.67,19.97,4.61,1,9.47,9.03,1.47,2.24,0.81,0.04,1.38,0.97,2.93,1.37,0.01,6800000,6200000,5700000,5200000,4800000,4400000,4e+06,3600000,3200000,2900000
"263","a.bruno","People's Land of Maneau","Silver Heels",29,1991,25.06,2.66,1.4,1.5,0.86,0.35,1.13,3.73,1,2.7,21.24,5.34,1,9.56,8.03,3.54,2.4,0.06,0,2.28,1.86,4.66,0.4,0,16300000,1.5e+07,13800000,12600000,11500000,10500000,9500000,8600000,7800000,7e+06
"264","a.nakiranda","Dosqaly","Solemn Cougars",19,2000,25.06,2.6,1.72,1.52,0.88,0,0.7,1.34,1,0.74,9.87,3.32,1,5.6,4.04,0.42,1.9,0.85,0.1,1.04,2.12,4.6,4.9,0,34300000,32400000,30600000,28800000,2.7e+07,25300000,23600000,2.2e+07,20400000,18900000
"265","q.sam","Giumle Lizeibon","Solemn Cougars",34,1986,7.73,1.99,1.1,1.74,0.14,0.19,0.59,1.85,1,1.18,11.1,2.97,1,6.72,3.48,0.87,2.06,0.44,0.13,1.49,1.59,3.52,3.89,0.05,4300000,3900000,3500000,3200000,2900000,2600000,2300000,2100000,1800000,1600000
"266","s.kasamba","Greri Landmoslands","Solemn Cougars",26,1993,10.72,3.38,1.67,1.78,1.29,0.43,1.17,2.82,1,1.8,18.85,6.37,1,8.03,7.07,3.7,2.62,0,0.05,2.56,1.57,4.99,2.38,0,10400000,9600000,8900000,8200000,7600000,7e+06,6400000,5800000,5300000,4800000
"267","r.navarro","Highhlaands","Solemn Cougars",32,1988,27.59,0.73,0.53,0.69,0.21,0.08,0.45,0.83,1,0.42,6.13,2.48,1,4.15,1.85,0.11,1.08,0.23,0.05,0.71,1.45,2.17,5.27,0,15900000,14500000,13200000,1.2e+07,10900000,9800000,8800000,7900000,7100000,6300000
"268","t.nagujja","Nancipenuaroe","Solemn Cougars",25,1994,8,1.5,0.74,0.79,0.33,0.3,0.96,1.4,1,0.7,7.77,3.05,1,4.61,2.79,0.42,2.39,0.57,0.16,1.76,1.4,3,5.31,0.06,9900000,9200000,8500000,7900000,7300000,6700000,6200000,5600000,5100000,4700000
"269","f.omara","People's Land of Maneau","Solemn Cougars",19,2001,10.85,2.13,0.67,0.96,0.45,0.79,0.52,1.29,1,0.62,17.99,5.52,1,7.02,7.36,3.67,2.68,0.18,0,2.23,1.54,3.56,2.35,0.04,16600000,15700000,14800000,1.4e+07,13100000,12300000,11500000,10700000,9900000,9200000
"270","y.deng","People's Land of Maneau","Solemn Cougars",22,1998,23.1,2.7,1.14,1.86,0.73,0.19,0.77,1.8,1,1.21,15.17,4.75,1,8,4.64,2.55,2.44,0.54,0,1.91,1.18,3.87,2.79,0,25100000,23600000,22100000,20600000,19200000,17800000,16500000,15200000,1.4e+07,12900000
"271","a.acheng","Southern Ristan","Solemn Cougars",24,1995,26.04,2.32,1.3,1.23,0.79,0.18,0.77,1.65,1,0.83,13.48,3.76,1,5.57,4.88,2.78,2.11,0.19,0,1.8,0.86,3.04,2.54,0,27600000,25800000,2.4e+07,22300000,20600000,1.9e+07,17500000,16100000,14700000,13400000
"272","d.tawiah","Thaijagypt","Solemn Cougars",36,1984,0.25,0,0,0.01,0,0,0,0.07,0,0.04,0.09,0,0,0,0,0,0.06,0,0,0,0.1,0,4.91,0,2800000,2500000,2300000,2100000,1800000,1600000,1500000,1300000,1100000,1e+06
"273","m.happy","Varijitri Isles","Solemn Cougars",24,1996,20.28,1.53,0.81,0.76,0.89,0.03,0.45,1.54,1,1.09,8.32,2.68,1,4.64,3.23,0.46,1.08,0.52,0.04,0.55,1.25,2.87,5.44,0.11,20100000,18800000,17500000,16200000,1.5e+07,13800000,12700000,11700000,10700000,9800000
"274","c.mwesige","People's Land of Maneau","Solemn Cougars",30,1989,19.36,2.28,1.59,0.75,0.88,0.47,1.06,2.89,1,1.84,17.45,6.6,1,5.71,7.46,4.38,1.64,0.16,0.04,1.55,1.43,3.62,1.29,0,13200000,12100000,11100000,10100000,9200000,8300000,7500000,6800000,6100000,5500000
"275","l.musoki","People's Land of Maneau","Solemn Cougars",33,1987,31.51,0.55,0.35,0.15,0.21,0.18,0.05,0.55,1,0.47,9.38,2.51,1,0.4,3.32,5.73,0.44,0.13,0.05,0.35,0.26,0.81,0.83,0.03,21700000,19800000,17900000,16200000,14600000,13200000,11800000,10600000,9400000,8400000
"276","v.mudondo","People's Land of Maneau","Solemn Cougars",24,1996,0.14,10.08,5.06,9.92,0.05,0.05,0,0,0,0,14.93,4.99,1,10.06,0.07,5.08,0.02,0,0,0.05,0.03,10.02,0.02,0.07,6300000,5900000,5500000,5100000,4700000,4300000,4e+06,3700000,3400000,3100000
"277","h.mubaiwa","Rarita","Solemn Cougars",32,1988,0.16,0.01,0,0.06,0.09,0.09,0.08,0.09,0,0,24.95,10.05,1,0,14.91,10.09,0,0,0,0,0.08,0,0,0.07,5600000,5100000,4600000,4200000,3800000,3400000,3100000,2800000,2500000,2200000
"278","i.nyamande","Republic of Denand Landsa","Solemn Cougars",23,1996,16.15,0.83,0.6,0.19,0.41,0.25,0.22,0.84,1,0.71,14.99,3.32,1,1.18,7.88,6.09,1.23,0.13,0.05,0.99,0.22,0.89,0.05,0.03,2.1e+07,19600000,18300000,17100000,15800000,14700000,13500000,12500000,11400000,10500000
"279","x.joly","People's Land of Maneau","Solemn Cougars",22,1997,21.65,1.07,0.66,0.5,0.23,0.32,0.23,0.85,1,0.62,10.59,3.23,1,2.84,4.29,3.56,1.05,0.17,0,0.98,0.7,1.69,0.63,0,27400000,25700000,24100000,22500000,20900000,19400000,1.8e+07,16600000,15300000,1.4e+07
"280","s.zandamela","Mico","Solemn Cougars",33,1986,37.98,0,0,0.02,0,0.06,0,0,0,0,0.05,0,0.04,0.22,0,0.04,0.04,0,0,0,0.01,0,0,0.06,27500000,25100000,22700000,20600000,18600000,16700000,1.5e+07,13400000,1.2e+07,10700000
"281","r.schubert","Buhegeor","Solemn Cougars",20,1999,0.16,9.91,0.06,0.09,9.92,0,9.99,10.05,1,0,40.09,0.1,0,0,20.04,20.05,0.02,0.07,0.06,0.06,0.01,10.05,0.04,0.05,12300000,11700000,1.1e+07,10300000,9600000,9e+06,8400000,7800000,7200000,6600000
"282","o.nabirye","Coastpa Barleslands","Solemn Cougars",28,1992,16.28,2.23,1.41,1.18,0.79,0.15,0.46,1,1,0.66,16.54,5.27,1,6.51,7.56,2.35,1.52,0.14,0,1.31,0.55,2.82,0.7,0.03,12200000,11300000,10400000,9500000,8700000,7900000,7200000,6600000,5900000,5400000
"283","q.annan","Greri Landmoslands","Solemn Cougars",18,2001,0.92,0.01,0,0.07,0.05,0.02,0,0.06,0,0,21.12,7.83,1,8.84,9.99,2.27,1.21,1.09,0,0,1.2,1.03,0,0.09,1e+07,9500000,9e+06,8500000,8e+06,7500000,7e+06,6500000,6100000,5600000
"284","t.binmohamed","People's Land of Maneau","Solemn Cougars",22,1997,3.49,3.2,2,1.4,1.67,0,0.61,2.87,1,2.26,15.1,5.08,1,5.07,8.85,1.08,2.61,0.61,0.08,2.09,1.45,4.63,1.7,0.23,9800000,9200000,8600000,8e+06,7500000,6900000,6400000,5900000,5400000,5e+06
"285","h.leong","Southern Ristan","Solemn Cougars",23,1997,37.31,2.02,1.48,0.8,0.84,0.35,0.76,2.49,1,1.87,13.53,4.88,1,4.28,6.5,2.58,1.57,0.34,0,1.26,0.97,2.95,0.78,0.07,57200000,53500000,49900000,46500000,43200000,39900000,36900000,33900000,31100000,28500000
"286","c.kawooya","Republic of Denand Landsa","Solemn Cougars",23,1996,24.13,4.55,2.97,2.17,2.04,0.32,1.16,3.17,1,1.96,20.15,7.6,1,8.24,10.12,1.98,2.73,0.46,0,2.18,2.46,7.11,3.1,0,25900000,24300000,22600000,21100000,19600000,18100000,16700000,15400000,14100000,12900000
"287","f.mtambo","Nganion","Solemn Cougars",27,1993,14.84,2.13,0.94,0.46,1.25,0.36,0.65,2.73,1,2.17,23.19,6.17,1,4.37,11.78,6.94,2.07,0.08,0.09,2.02,1.21,3.44,0.5,0.1,14100000,1.3e+07,1.2e+07,11100000,10200000,9300000,8500000,7700000,7e+06,6300000
"288","w.torok","People's Land of Maneau","Solemn Cougars",23,1996,23.3,1.66,1.2,0.23,0.82,0.58,0.34,1.24,1,0.74,14.76,4.09,1,2.44,7.58,4.81,0.49,0.12,0,0.45,0.38,2.14,0.23,0.09,29300000,27400000,25600000,23800000,22100000,20500000,18900000,17400000,1.6e+07,14600000
"289","x.boateng","Southern Ristan","Solemn Cougars",26,1994,8.06,1.44,0.88,0.68,0.73,0.05,0.8,1.8,1,0.98,16.46,3.95,1,4.55,8.09,4.03,1.84,0.17,0.05,1.59,1.03,2.55,0.45,0.08,9800000,9100000,8400000,7800000,7100000,6500000,6e+06,5500000,5e+06,4500000
"290","q.higenyi","Varijitri Isles","Solemn Cougars",23,1997,3.13,0.87,1.01,0,0.65,0.4,0.38,1.52,1,1.32,14.11,4.8,1,3.54,5.88,4.77,1.69,0,0.02,1.54,0.94,1.89,0.07,0,9800000,9200000,8600000,8e+06,7400000,6900000,6300000,5800000,5400000,4900000
"291","o.bintimohamad","Djipines","Somber Bombers",28,1991,13.93,1.49,0.74,0.87,0.46,0.05,0.65,1.45,1,0.71,8.61,2.08,1,5.84,2.37,0.37,2.18,0.77,0,1.49,1.29,2.7,6.91,0.11,10200000,9400000,8600000,7900000,7200000,6600000,6e+06,5500000,4900000,4500000
"292","p.ferri","Highhlaands","Somber Bombers",22,1998,20.38,2.42,1.37,1.7,0.7,0.06,1.05,1.98,1,1.01,16.5,3.94,1,8.77,6.08,1.62,1.77,0.32,0.08,1.36,0.9,3.52,1.76,0.1,20600000,19400000,18100000,16900000,15800000,14600000,13500000,12500000,11500000,10600000
"293","y.phe","Imaar Vircoand","Somber Bombers",31,1989,23.08,1.46,0.69,1.21,0.32,0.12,0.63,1.1,1,0.57,7.98,2.19,1,5.63,1.99,0.27,2.12,1.32,0,0.81,0.65,2.34,7.26,0.02,1.3e+07,11900000,10800000,9800000,8900000,8100000,7300000,6600000,5900000,5300000
"294","v.abiria","Nganion","Somber Bombers",26,1994,9.16,2.86,1.51,1.08,1.6,0.34,1,1.67,1,0.66,13.49,3.63,1,4.7,5.06,3.65,1.88,0.19,0,1.66,0.85,3.9,2.35,0,10200000,9500000,8800000,8100000,7400000,6800000,6300000,5700000,5200000,4700000
"295","x.heikkila","People's Land of Maneau","Somber Bombers",26,1993,18.06,1.13,0.57,0.7,0.37,0.09,0.22,0.27,1,0.17,8.12,3.02,1,4.95,2.87,0.46,2.18,0.96,0.18,1.2,0.74,1.93,6.01,0.11,15500000,14300000,13300000,12300000,11300000,10400000,9500000,8600000,7900000,7100000
"296","m.nabukwasi","Quewenia","Somber Bombers",28,1991,13.77,1.41,0.66,0.98,0.28,0,0.56,1.59,1,1.17,7.94,2.39,1,4.62,2.93,0.24,1.79,0.93,0,0.71,1.65,2.98,4.61,0.03,10500000,9700000,9e+06,8200000,7500000,6900000,6300000,5700000,5100000,4600000
"297","i.amoah","Slandsganiamayotteque","Somber Bombers",27,1993,4.73,2.06,1.16,2.09,0,0,0.74,2.45,1,1.64,13.44,4.16,1,7.75,3.56,2.37,1.83,0.23,0.08,1.64,0.59,2.81,3.93,0.09,6700000,6200000,5700000,5300000,4800000,4400000,4e+06,3700000,3300000,3e+06
"298","f.kollar","Southslands","Somber Bombers",30,1989,20.99,1.24,0.59,0.95,0.38,0.09,0.12,0.58,1,0.42,7.44,2.24,1,4.83,2.07,0.62,2.07,0.9,0,1.26,1.29,2.5,6.42,0.14,13100000,1.2e+07,1.1e+07,1e+07,9100000,8300000,7500000,6800000,6100000,5500000
"299","v.lao","Xikong","Somber Bombers",25,1994,14.37,1.65,1.17,0.91,0.52,0,0.8,1.8,1,1.14,11.75,3.59,1,6.43,4.02,1.37,2.34,0.77,0.05,1.56,1.46,3.13,3.95,0,13200000,12300000,11400000,10600000,9800000,9e+06,8300000,7600000,6900000,6300000
"300","k.najjuma","Ngoque Blicri","Somber Bombers",30,1989,15.07,1.04,0.68,0.51,0.39,0.23,0.38,1.3,1,1.07,10.08,2.07,1,4.76,3.46,1.78,2.06,0.15,0.07,1.86,1.54,2.68,2.8,0,9700000,8900000,8100000,7400000,6700000,6100000,5500000,5e+06,4500000,4e+06
"301","s.mbewe","People's Land of Maneau","Somber Bombers",25,1995,18.14,2.65,1.94,1.83,0.81,0.08,1.62,3.05,1,1.44,19.48,5.25,1,9.9,6.31,3.11,2.25,0.32,0.09,1.96,1.01,3.87,1.87,0,15100000,1.4e+07,1.3e+07,12100000,11100000,10200000,9400000,8600000,7800000,7100000
"302","b.maturu","People's Land of Maneau","Somber Bombers",28,1992,23.21,0.65,0.51,0.16,0.23,0.3,0.06,0.49,1,0.32,14.47,3.85,1,1.33,5.98,7.12,0.81,0.15,0.08,0.74,0.09,0.6,0.49,0,21700000,2e+07,18400000,16900000,15500000,14100000,12800000,11600000,10500000,9500000
"303","d.athieno","People's Land of Maneau","Somber Bombers",31,1989,4.42,0.35,0.2,0.18,0,0.23,0,1.37,0.05,1.27,13.68,3.22,1,1.59,7.05,4.91,0.5,0,0.07,0.5,0.32,0.58,2.49,0.03,6e+06,5500000,5e+06,4500000,4100000,3700000,3400000,3e+06,2700000,2400000
"304","h.mafabi","Dosqaly","Somber Bombers",23,1997,17.34,0.9,0.72,0.27,0.45,0.13,0.06,0.38,1,0.35,12.25,2.93,1,2.22,6.75,3.37,0.71,0.1,0,0.68,0.42,1.32,0.06,0,20700000,19400000,18100000,16900000,15700000,14500000,13400000,12300000,11300000,10300000
"305","r.dewit","Lefghau","Somber Bombers",23,1996,22.05,1.98,1.12,0.46,1.32,0.29,0.55,1.71,1,1.19,17.98,4.34,1,3.9,8.99,4.88,1.67,0.16,0,1.46,0.91,2.85,0.96,0.09,26200000,24500000,22900000,21300000,19800000,18300000,16900000,15600000,14300000,13100000
"306","d.masereka","Ngoque Blicri","Somber Bombers",26,1994,10.27,0.33,0.06,0.34,0.06,0,0,0.17,0.03,0.29,11.16,1.87,1,1.7,4.91,4.29,0.85,0,0.09,0.74,0.23,0.65,0.3,0.07,11700000,10900000,10100000,9300000,8500000,7800000,7200000,6500000,6e+06,5400000
"307","r.wambi","People's Land of Maneau","Somber Bombers",29,1990,5.77,0.97,0.69,0.28,0.79,0.04,0.14,0.86,1,0.6,15.86,3.87,1,2.26,6.25,7.22,0.5,0.26,0,0.16,0.08,1.18,0.09,0.06,7700000,7100000,6500000,6e+06,5400000,4900000,4500000,4100000,3700000,3300000
"308","m.janssens","Ledian","Somber Bombers",31,1989,12.95,0.06,0,0,0,0.06,0.05,0,0,0,0.15,0.17,1,0.24,0,0,0.07,0,0,0.05,0,0,0.08,0.04,8800000,8e+06,7300000,6700000,6100000,5500000,4900000,4500000,4e+06,3600000
"309","p.johansson","People's Land of Maneau","Somber Bombers",29,1990,25.04,0.04,0.07,0.06,0.01,0.03,0,0.08,0,0.03,0.04,0,0.01,0.15,0,0.05,0,0,0.07,0,0.11,0.07,0.01,0.02,19700000,18100000,16700000,15200000,13900000,12700000,11500000,10400000,9400000,8400000
"310","a.nassanga","People's Land of Maneau","Somber Bombers",28,1992,29.03,1.56,0.92,0.91,0.67,0.09,0.35,1.69,1,1.3,13.21,2.53,1,5.74,5.8,1.76,1.26,0.34,0.08,0.78,1.51,3.08,2.4,0,23200000,21400000,19700000,18100000,16600000,15100000,13800000,12500000,11300000,10200000
"311","m.ferrara","People's Land of Maneau","Somber Bombers",22,1997,15.62,2.21,1.27,1.09,1.09,0.17,1.38,3.77,1,2.41,25.34,6.24,1,10.76,11.78,2.9,1.82,0.26,0,1.56,1.2,3.41,1.41,0.1,15900000,14900000,13900000,1.3e+07,12100000,11200000,10400000,9600000,8800000,8100000
"312","y.ferrara","People's Land of Maneau","Somber Bombers",20,1999,10.86,3.19,2.37,1.9,0.94,0.33,1.02,4.42,1,3.48,30.43,5.55,1,12.95,11.87,5.61,2.65,0.5,0,2.22,2.89,6.04,1.28,0.05,13100000,12300000,11600000,10900000,10200000,9500000,8900000,8200000,7600000,7e+06
"313","z.yosef","People's Land of Maneau","Somber Bombers",20,2000,4.28,0.88,0.77,0.85,0.04,0,0.58,1.4,1,1.04,23.21,6.04,1,7.06,13.73,2.29,2.04,0.06,0.1,2.16,1.47,2.48,0.65,0.04,1.1e+07,10400000,9800000,9200000,8600000,8e+06,7500000,6900000,6400000,5900000
"314","t.achan","Southslands","Somber Bombers",28,1992,15.87,0.42,0.26,0.27,0.22,0.09,0.05,0.97,1,0.75,10.94,3.1,1,2.68,6.64,1.87,1.46,0.53,0.09,1.01,0.83,1.22,1.85,0.07,1.3e+07,1.2e+07,11100000,10200000,9300000,8500000,7700000,7e+06,6300000,5700000
"315","c.kavis","People's Land of Maneau","Somber Bombers",25,1995,21.52,2.28,1.57,0.63,1.22,0.34,0.31,1.26,1,0.95,18.89,4.58,1,7.23,9.02,2.55,1.99,0.39,0,1.54,2.12,4.52,2.66,0.15,19400000,18100000,16800000,15500000,14300000,13200000,12100000,11100000,10100000,9200000
"316","j.ptersons","Danan Seekeeling","Somber Bombers",26,1994,26.99,1.83,1.1,0.77,0.82,0.06,0.62,2.07,1,1.44,18.73,4.32,1,6.35,7.88,4.62,1.23,0.11,0.03,1.13,1.05,2.72,0.95,0.12,25300000,23500000,21800000,20100000,18500000,1.7e+07,15500000,14200000,12900000,11700000
"317","o.magi","Central Diasongo","Stacked Rocks",27,1992,17.71,4.03,2.09,2.53,1.32,0.34,1.17,2.78,1,1.63,21.65,6.28,1,11.78,7.04,2.73,2.33,0.27,0.06,2.13,1.29,5.54,2.87,0.07,12100000,11200000,10300000,9500000,8700000,8e+06,7300000,6600000,6e+06,5500000
"318","c.magombo","Djipines","Stacked Rocks",22,1997,8.04,1.79,1.16,1.57,0.32,0.01,0.51,0.58,1,0.2,9.7,2.38,1,6.88,2.37,0.34,1.86,1.11,0,0.78,1.58,3.53,6.29,0.1,1.1e+07,10300000,9700000,9e+06,8400000,7800000,7200000,6600000,6100000,5600000
"319","m.tang","Djipines","Stacked Rocks",27,1993,15.06,1.77,0.79,0.87,0.62,0.36,0.72,1.88,1,1.33,12.29,2.86,1,6.03,4.26,1.88,1.62,0.26,0,1.32,0.86,2.68,4.76,0.01,11900000,1.1e+07,10200000,9400000,8600000,7900000,7200000,6500000,5900000,5400000
"320","k.mpofu","Nganion","Stacked Rocks",23,1996,24.85,1.99,1.04,1.17,0.49,0.3,0.75,1.69,1,1.01,15.67,4.46,1,7.13,5.72,2.76,2.12,0.3,0,1.9,1.44,3.37,2.61,0.02,26600000,24900000,23200000,21600000,20100000,18600000,17200000,15800000,14500000,13300000
"321","a.janssen","People's Land of Maneau","Stacked Rocks",21,1999,5.44,0.68,0.73,0.79,0,0,0.22,0.58,1,0.37,14.12,4.15,1,7.45,4.4,2.14,1.71,0.7,0,0.87,0.28,1.02,3.49,0,10500000,9900000,9300000,8700000,8100000,7600000,7e+06,6500000,6e+06,5500000
"322","d.nishimura","People's Land of Maneau","Stacked Rocks",26,1994,28.04,0.88,0.45,0.4,0.28,0,0.5,0.69,1,0.36,6.02,1.7,1,3.71,1.8,0.26,1.77,1.24,0.04,0.59,0.88,1.65,6.11,0.06,26600000,24700000,22900000,21100000,19400000,17800000,16300000,14900000,13600000,12300000
"323","e.koc","Rarita","Stacked Rocks",28,1992,13.72,1.64,0.59,0.71,0.67,0.31,0.78,2.47,1,1.62,13.45,2.7,1,5.85,5.13,2.66,2.9,0.37,0.09,2.67,1.32,2.96,3.84,0.04,10400000,9600000,8800000,8100000,7400000,6800000,6200000,5600000,5100000,4600000
"324","w.karlsson","Southern Ristan","Stacked Rocks",31,1989,24.8,1.63,0.74,1,0.67,0.09,0.66,1.01,1,0.48,8.15,2.93,1,5.23,2.76,0.03,2.13,1.36,0.07,0.8,0.54,2.17,6.49,0.01,14600000,13300000,12200000,11100000,1e+07,9100000,8200000,7400000,6600000,5900000
"325","c.bai","Western Niasland","Stacked Rocks",24,1996,16.5,2.37,1.54,1.8,0.62,0,1.06,1.87,1,0.74,9.37,2.89,1,6.22,2.63,0.46,1.09,0.73,0.09,0.36,0.81,3.26,7.53,0.02,15600000,14600000,13600000,12600000,11700000,10800000,9900000,9100000,8300000,7600000
"326","q.ariko","Djipines","Stacked Rocks",31,1989,10.18,1.3,0.97,0.31,0.52,0.36,0.32,1.29,1,0.85,12.24,3.32,1,2.72,5.37,4.27,1.58,0.25,0.07,1.31,0.8,2.28,1.71,0,7700000,7100000,6500000,5900000,5300000,4800000,4400000,3900000,3500000,3200000
"327","c.kadosh","Landli Blicporlip","Stacked Rocks",28,1992,34.53,0.86,0.43,0.23,0.4,0.15,0.41,2.1,1,1.6,17.84,4.01,1,3.38,9.27,5.22,1.05,0.14,0,0.86,0.76,1.57,0.2,0,3.6e+07,33300000,30600000,28100000,25700000,23500000,21400000,19400000,17500000,15800000
"328","p.musiime","Lefghau","Stacked Rocks",25,1995,3.4,0.27,0.02,0.3,0.03,0,0.36,0.29,1,0,14.99,4.22,1,1.23,6.13,7.74,0.66,0,0,0.61,0.25,0.65,1.54,0.1,9700000,9e+06,8300000,7700000,7100000,6600000,6e+06,5500000,5e+06,4600000
"329","j.hakim","People's Land of Maneau","Stacked Rocks",16,2004,0.09,0.03,0,0.02,0.08,0,0,0.02,0,0,0.93,1,1,0.08,1.05,0,0,0,0.09,0.05,0,0,0,0,12200000,11700000,11100000,10500000,1e+07,9400000,8900000,8300000,7800000,7300000
"330","z.bintizakaria","People's Land of Maneau","Stacked Rocks",27,1993,34.17,0.54,0.36,0.04,0.41,0.09,0.07,0.49,1,0.53,11.38,2.9,1,0.55,5.47,5.3,0.9,0.33,0.11,0.58,0.48,0.99,1.17,0.07,41300000,38300000,35300000,32500000,29800000,27300000,24900000,22700000,20600000,18600000
"331","l.kyalisiima","Byasier Pujan","Stacked Rocks",22,1997,13.49,1.17,0.81,0.46,0.21,0.49,0.49,1.78,1,1.35,17.96,4.74,1,4.5,7,6.55,0.71,0.14,0,0.58,0.83,2.14,0.28,0,17800000,16800000,15700000,14600000,13600000,12600000,11700000,10800000,9900000,9100000
"332","d.namugerwa","Imaar Vircoand","Stacked Rocks",28,1992,8.09,2.19,1.43,0.05,1.6,0.48,0.47,1.43,1,1.05,22.9,6.22,1,3.83,12.79,6.21,0.91,0.17,0,0.87,0.55,2.8,0.11,0,9200000,8500000,7800000,7200000,6600000,6e+06,5500000,5e+06,4500000,4100000
