"","Player","Nation","Age","Born","X90s","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"96","o.sepp","Eastern Niasland",29,1991,2.82,29.7,33.17,1,464.37,122.97,15.36,16.81,1,12.19,13.87,1,1.79,2.24,1,0.05,0.09,0,0.31,1.33,0.05,0,3.2,10800000,9500000,8300000,7100000,6100000,5200000,4300000,3600000,2900000,2400000
"97","q.isabirye","Eastern Niasland",25,1995,0.21,20.07,19.95,1,499.95,0,0.06,0,0,14.95,14.98,1,5.02,4.98,1,0,0.05,0,0.08,0.08,0.1,0,0.02,5500000,5100000,4600000,4100000,3700000,3200000,2800000,2400000,2100000,1700000
"98","a.mwesige","Eastern Niasland",23,1997,0.04,20.02,19.91,1,300.04,0,10.05,9.99,1,9.92,9.9,1,0,0,0,0,0,0.06,0.02,0,0,0,0,4200000,3900000,3600000,3300000,3e+06,2700000,2400000,2100000,1800000,1600000
"99","i.binhassan","Eastern Niasland",24,1996,0.66,21.7,28.24,1,355.05,69.94,10.03,10,1,11.64,11.8,1,0,6.58,0.07,0,0.02,0.04,1.68,3.34,0.03,0.09,1.66,5800000,5300000,4900000,4400000,4e+06,3500000,3100000,2700000,2300000,2e+06
"100","z.banda","Eastern Niasland",21,1999,3.04,31.28,35.33,1,557.37,124.97,13.02,14.37,1,14.1,15.23,1,3.35,3.62,1,0,0,0.08,0.25,2.33,0.27,0,3.6,22800000,21700000,20500000,19100000,17700000,16200000,14700000,13200000,11700000,10300000
"101","c.begum","Eastern Sleboube",31,1989,1.03,44.03,53.91,1,994.97,262.91,12.08,12.04,1,23.07,26.97,1,8.93,15.09,1,0.05,0.04,0.09,0,1.91,0.07,0.03,2,3300000,2900000,2500000,2100000,1700000,1400000,1200000,1e+06,8e+05,6e+05
"102","j.alamri","Eastern Sleboube",27,1993,2.99,36.61,44.03,1,750.78,204.68,10.95,11.69,1,19.68,19.96,1,5.28,11.78,1,0,0.05,0,0,1.65,0.41,0.01,1.02,12500000,11200000,1e+07,8800000,7600000,6600000,5600000,4700000,4e+06,3300000
"103","n.schumacher","Eastern Sleboube",30,1990,2.28,25.73,32.95,1,445.22,152.67,10.96,12.17,1,12.15,15.76,1,1.66,4.31,1,0,0.09,0,0,1.35,1.21,0.36,3.01,9200000,8e+06,6900000,5900000,5e+06,4200000,3400000,2800000,2300000,1800000
"104","p.sullivan","Eastern Sleboube",33,1987,0.71,24.37,34.24,1,430.05,294.23,8.49,9.93,1,15.64,19.97,1,0,4.29,0.05,0,0.01,0,0,1.51,0.04,0.06,1.44,1700000,1400000,1200000,1e+06,8e+05,7e+05,5e+05,4e+05,3e+05,3e+05
"105","v.purwanto","Eastern Sleboube",37,1983,0.46,28.05,36.1,1,557.94,216.07,14.01,13.99,1,9.93,11.92,1,3.96,9.91,1,0,0,0.05,0,2.03,0,0.09,6.01,1100000,9e+05,7e+05,6e+05,4e+05,3e+05,3e+05,2e+05,2e+05,1e+05
"106","w.nakyejwe","Eastern Sleboube",25,1995,1.53,30.05,44.04,1,475.25,103.39,11.94,13.91,1,16.64,20.78,1,0,5.31,0,0.08,0.13,0,0.77,0.73,0,0,1.39,6200000,5600000,5100000,4600000,4100000,3600000,3100000,2700000,2300000,1900000
"107","w.tumwesige","Eastern Sleboube",21,1999,2.47,37.91,46.88,1,1031.19,324.83,5.69,5.91,1,19.55,20.41,1,12.74,19.97,1,0,0.09,0,0.05,3.15,0.1,0.07,3.19,1.5e+07,14300000,13500000,12600000,11600000,10600000,9600000,8600000,7700000,6800000
"108","u.namugerwa","Eastern Sleboube",28,1993,2.16,40.44,47.51,1,710.45,188.96,18,19.51,1,18.62,21.06,1,3.37,5.68,1,0,0.09,0.08,0.5,2.29,1.4,0.96,1.94,11100000,9900000,8700000,7500000,6500000,5500000,4700000,3900000,3200000,2700000
"109","r.nyapendi","Eastern Sleboube",24,1996,1.47,54.62,69.31,1,1057.23,304.68,24.05,27.97,1,20.77,25.98,1,8.65,12.07,1,0,0,0,0,5.42,0.09,0,4.04,10700000,9900000,9e+06,8200000,7400000,6500000,5700000,5e+06,4300000,3700000
"110","q.kemigisa","Eastern Sleboube",23,1997,0.32,27.46,34.93,1,424.97,137.52,15.06,17.48,1,12.59,17.47,1,0,0,0,0.05,0.17,0,2.43,0.07,2.41,0,4.97,9200000,8600000,7900000,7200000,6600000,5900000,5200000,4600000,4e+06,3500000
"111","v.kyomuhangi","Eastern Sleboube",32,1988,2.85,17.23,28.36,1,208.54,54.53,9.96,14.46,1,4.49,7.68,1,0.42,1.48,1,0.39,0.14,0.27,1.69,0.95,0.7,0,1.39,9200000,7900000,6600000,5600000,4600000,3800000,3100000,2500000,2e+06,1500000
"112","w.ghosh","Eastern Sleboube",30,1990,0.42,5,7.49,1,80.02,7.45,2.46,5.01,1,2.59,2.56,1,0.02,0,0,0,0.09,0,2.51,0.1,0,0.04,0.08,2900000,2500000,2200000,1800000,1600000,1300000,1100000,9e+05,7e+05,6e+05
"113","k.nakibuule","Eastern Sleboube",34,1987,0.92,15.91,27.91,1,630.08,447.09,2.97,2.97,1,3.03,2.93,1,9.93,21.93,1,0.03,0.05,0.04,0.03,0.99,0,0.03,0,1900000,1600000,1300000,1100000,9e+05,7e+05,6e+05,4e+05,3e+05,3e+05
"114","w.radu","Eastern Sleboube",21,1999,1.97,18.48,26.09,1,843.96,601.0776,1.56,1.59,1,4.07,4.08,1,12.96,20.5,1,0,0.09,0.01,0.03,0.08,0,0,0,1.1e+07,10500000,9900000,9200000,8500000,7800000,7100000,6300000,5600000,4900000
"115","f.kou","Eastern Sleboube",19,2001,0.65,21.74,31.65,1,530,158.36,1.6,3.39,1,15.03,16.77,1,5.03,10.09,1,0.09,0.01,0,0.07,3.23,1.66,0.02,5.06,13800000,13400000,12900000,12300000,11600000,10800000,1e+07,9200000,8300000,7500000
"116","p.isa","Eastern Sleboube",24,1996,0.79,21.39,27.11,1,264.39,70.02,15.72,18.61,1,4.2,5.67,1,0,1.46,0,0,0.06,0.06,0,1.39,0,0.05,1.36,5700000,5300000,4800000,4400000,3900000,3500000,3100000,2700000,2300000,2e+06
"117","t.jakobsson","Eastern Sleboube",28,1992,2.24,31.71,42.25,1,638.22,147.31,14.25,16.11,1,8.69,12.56,1,7.93,11.29,1,0,0.04,0,0.5,3.06,0.84,0.87,2.64,9800000,8700000,7700000,6700000,5800000,4900000,4200000,3500000,2900000,2400000
"118","d.rahmawati","Eastern Sleboube",25,1995,1.81,24.18,31.14,1,388.49,88.95,11.69,13.16,1,11.12,12.66,1,1,3.15,1,0,0.32,0,2.17,2.7,2.57,0,4.82,27800000,25500000,23100000,20700000,18400000,16200000,14100000,12100000,10400000,8800000
"119","l.prasad","Eastern Sleboube",24,1996,2.92,33.25,43.32,1,616,187.2,13.95,16.05,1,12.99,17.03,1,5.08,8.37,1,0,0.09,0,1.08,1.75,1.97,1.31,3.27,21500000,19900000,18200000,16500000,14800000,13200000,11600000,10100000,8700000,7400000
"120","w.bwanali","Eastern Sleboube",26,1994,2.73,31.57,40.64,1,601.17,97.38,12.54,15.97,1,13.32,16.28,1,5.25,6.96,1,0,0.14,0,0.29,2.13,0.32,0.01,1.49,15500000,1.4e+07,12600000,11200000,9800000,8500000,7400000,6300000,5300000,4400000
"121","a.dickson","Esia",27,1994,3.88,69.15,78.92,1,1386.84,412.18,22.62,23.89,1,36.38,39.72,1,9.65,14.27,1,0.04,0,0.1,0.33,7.28,0.52,0,5.35,20600000,18500000,16400000,14500000,12600000,10800000,9300000,7800000,6500000,5400000
"122","d.adu","Esia",26,1994,3.58,45.31,54.27,1,770.29,175.96,20.64,22.37,1,20.64,24.53,1,3.42,5.65,1,0.3,0.23,0,1.34,1.23,1.76,1.08,2.87,24900000,22500000,20200000,17900000,15800000,13700000,11800000,10100000,8500000,7100000
"123","d.svensson","Esia",27,1993,4.08,69.04,73.41,1,1400.42,437.8,19.8,20.37,1,41.99,42.78,1,6.93,9.75,1,0,0,0.09,0,9.17,0.07,0,4.27,23700000,21300000,18900000,16600000,14500000,12500000,10700000,9e+06,7500000,6200000
"124","g.nisha","Esia",25,1995,3.99,55.54,65.27,1,1021.34,261.81,23.24,24.23,1,26.27,30.05,1,5.47,10.23,1,0.21,0.19,0.07,1.66,3.19,3.17,1.19,3.91,41300000,37800000,34200000,30700000,27300000,2.4e+07,20900000,1.8e+07,15400000,1.3e+07
"125","k.shumba","Esia",32,1988,3.6,80.38,85.49,1,1815.99,502.12,18.37,18.56,1,44,45.66,1,17.61,20.32,1,0.24,0,0.14,0.64,7.34,0.83,0.08,5.76,9200000,7900000,6700000,5600000,4600000,3800000,3100000,2500000,2e+06,1500000
"126","u.adjei","Esia",29,1991,0.36,30.04,36.77,1,626.79,263.21,6.71,6.7,1,13.27,20.06,1,6.61,6.64,1,0,0.34,0,3.25,0.1,3.33,2.2562,0,7800000,6900000,6e+06,5100000,4400000,3700000,3100000,2600000,2100000,1700000
"127","l.mitchell","Esia",25,1995,0.19,35.08,34.93,1,655.01,304.92,10.07,9.91,1,24.93,25.04,1,0.07,0.01,0,0,0,0.06,0,0,0,0.1,0.06,3400000,3100000,2800000,2500000,2300000,2e+06,1700000,1500000,1300000,1100000
"128","z.braun","Esia",27,1994,0.31,91.042,111.4396,1,2008.6528,454.9,25,24.93,1,53.1354,53.5862,1,14.92,22.55,1,0,0,0,0,13.5348,2.53,0,7.59,11400000,10200000,9100000,8e+06,6900000,6e+06,5100000,4300000,3600000,3e+06
"129","q.gunther","Esia",24,1996,1.11,21.69,28.37,1,305.82,49.2,11.76,13.27,1,9.13,11.79,1,0,0.88,0.03,0.03,0,0,0,0.83,0,0,0.9,5800000,5400000,4900000,4500000,4e+06,3600000,3100000,2700000,2400000,2e+06
"130","y.nartey","Esia",25,1995,2.71,22.56,28.6,1,329.3,17.97,13.23,16.1,1,6.74,8.2,1,1.15,2.07,1,0,0.03,0,0.42,1.13,0,0,0.01,15200000,13900000,12600000,11300000,10100000,8900000,7700000,6600000,5700000,4800000
"131","l.tu","Esia",25,1996,1.29,39.94,49.24,1,626.97,97,22.22,23.19,1,14.66,16.27,1,2.37,6.2,1,0,0,0,0.81,0.68,3.05,1.54,3,12600000,11500000,10400000,9400000,8300000,7300000,6400000,5500000,4700000,4e+06
"132","u.musa","Esia",28,1992,0.09,79.96,99.92,1,929.94,289.95,45.2676,48.1996,1,20.1,30.03,1,0.02,9.99,0,0,0.04,0.03,0,9.92,0.02,0,0.04,4e+06,3600000,3200000,2700000,2400000,2e+06,1700000,1400000,1200000,1e+06
"133","h.alobo","Esia",21,1999,3.31,29.11,35.42,1,454.72,112.7,17.37,19.99,1,9.92,10.88,1,1.79,2.83,1,0,0.37,0,1.24,1.27,1.85,0.08,3.07,47600000,45300000,42700000,39900000,36900000,33800000,30600000,27400000,24400000,21400000
"134","b.harahap","Esia",34,1986,3.92,30.1,35.39,1,828.45,467.57,5.52,5.4,1,13.39,13.23,1,11.33,16.55,1,0.1,0,0,0.06,0.17,0,0.01,0.09,4900000,4100000,3400000,2800000,2300000,1800000,1500000,1100000,9e+05,7e+05
"135","a.kuhn","Esia",30,1990,2.44,71.64,76.39,1,1362.46,206.38,29.63,31.21,1,32.12,33.83,1,9.26,9.64,1,0,0.05,0.04,0,9.09,0,0.04,3.78,10300000,9e+06,7700000,6600000,5600000,4700000,3900000,3200000,2600000,2100000
"136","y.nagudi","Esia",31,1990,3.98,87.77,97.56,1,1947.79,597.47,27.26,29.02,1,39.43,42.31,1,17.8296,24.76,1,0.05,0.05,0,1.57,13.5348,1.25,0,10.1,20200000,17400000,14900000,12600000,10500000,8700000,7100000,5800000,4700000,3700000
"137","j.halvorsen","Esia",17,2003,0.06,59.92,60.01,1,840.05,9.91,40.03,40.09,1,20.01,19.94,1,0,0.07,0,0,0.06,0,0.1,0,0,0.02,0,5100000,5100000,5e+06,4900000,4700000,4400000,4200000,3900000,3600000,3300000
"138","o.nairuba","Esia",31,1989,3.19,35.34,46.5,1,539.62,123.17,16.22,20.96,1,15.69,18.14,1,1.16,3.52,1,0.02,0.16,0,1.27,2.44,1.23,0.22,4.72,13200000,11400000,9700000,8200000,6800000,5700000,4700000,3800000,3e+06,2400000
"139","t.astuti","Esia",25,1995,1.53,41.33,45.07,1,711.98,156.91,16.92,17.48,1,20.09,21.92,1,3.14,3.84,1,0,0.11,0.02,0.65,4.47,0,0,4.44,12300000,11200000,10200000,9100000,8100000,7100000,6200000,5300000,4600000,3900000
"140","e.peng","Galamily",27,1993,4.99,32.77,38.29,1,769.02,228.05,10.05,10.99,1,14.03,14.9,1,8.86,11.99,1,0.39,0.14,0.42,0.11,1.63,0.19,0.01,2.08,2.6e+07,23300000,20700000,18200000,15900000,13700000,11700000,9900000,8200000,6800000
"141","f.saidi","Galamily",30,1991,3.93,36.47,47.02,1,637.41,272.03,19.06,20.41,1,12.87,15.93,1,4.16,9.81,1,0,0.05,0,0.43,2.97,0.7,0.07,3.82,14800000,12800000,11100000,9400000,8e+06,6700000,5500000,4500000,3700000,3e+06
"142","p.kud","Galamily",31,1989,4.64,31.69,37.38,1,754.27,217.21,8.36,8.69,1,14.77,16.21,1,8.79,12.04,1,0.08,0.05,0,0,1.05,0.42,0.1,1.71,12900000,11100000,9500000,8e+06,6700000,5600000,4600000,3700000,3e+06,2400000
"143","w.khoury","Galamily",28,1992,0.27,56.77,63.23,1,1219.98,270.09,13.24,13.27,1,36.63,36.65,1,6.65,13.28,1,0.02,0.01,0.1,0,10.02,0.03,0,0,6100000,5400000,4700000,4100000,3600000,3e+06,2600000,2100000,1800000,1500000
"144","z.iqbal","Galamily",28,1992,4.91,47.1,65.19,1,806.1,473.58,24.82,26.08,1,16.32,24,1,5.45,13.27,1,0.14,0.21,0,1.41,3.32,2.29,0.95,6.72,35600000,31600000,27800000,24200000,20900000,17800000,1.5e+07,12600000,10400000,8500000
"145","z.mugeni","Galamily",28,1992,0.98,37.95,49.03,1,694.92,284.1,19.04,20.1,1,13.96,21,1,5.08,7.9,1,0,0.02,0.08,0,2.93,0.03,0.09,2.02,5800000,5200000,4500000,3900000,3400000,2900000,2500000,2100000,1700000,1400000
"146","e.morelli","Galamily",27,1993,3.44,25.12,31.66,1,357.63,84.32,14.54,16.3,1,6.88,8.48,1,1.48,2.86,1,0.07,0.16,0,0.92,0.95,1.13,0.24,1.34,2.2e+07,19700000,17500000,15400000,13400000,11600000,9900000,8300000,7e+06,5800000
"147","i.yldrm","Galamily",28,1992,0.34,19.94,30.1,1,284.91,84.91,12.54,17.52,1,2.51,2.44,1,2.46,5.05,1,0,0.76,0,2.49,0,0,0.02,0,9200000,8100000,7200000,6200000,5400000,4600000,3900000,3200000,2700000,2200000
"148","i.zyu","Galamily",27,1993,0.68,12.86,18.7,1,152.86,35.75,5.74,8.57,1,4.2,4.21,1,0.01,0,0,0,0.04,0,1.49,1.48,0,0,1.34,4500000,4100000,3600000,3200000,2800000,2400000,2e+06,1700000,1400000,1200000
"149","j.bintiibrahim","Galamily",31,1989,0.25,4.96,19.99,1,55.09,0,5.01,19.98,1,0,0.09,0,0,0,0,0,0,0.09,0,0.03,0.05,0.09,0.02,1600000,1400000,1200000,1e+06,8e+05,7e+05,6e+05,5e+05,4e+05,3e+05
"150","k.jakobsson","Galamily",25,1996,4.36,16.42,22.77,1,257.31,41.52,7.65,10.64,1,7.14,7.66,1,0.81,1.41,1,0,0.01,0,0.07,1.52,0.37,0,1.01,29100000,26700000,24200000,21700000,19300000,16900000,14800000,12700000,10900000,9200000
"151","o.acheng","Galamily",18,2002,0.91,17.78,27.88,1,302.21,96.61,8.96,12.23,1,7.78,11.13,1,1.02,4.5,1,0,0.16,0,1.17,0,3.42,2.24,5.56,17900000,17600000,17100000,16500000,15700000,14800000,13800000,12800000,11700000,10600000
"152","p.purnomo","Galamily",26,1994,2.44,32.72,43.22,1,535.11,123.12,17.14,20.5,1,11.53,12.31,1,2.41,6.75,1,0.03,0.25,0,1.69,1.68,0.84,0.79,1.98,1.6e+07,14500000,1.3e+07,11600000,10200000,8800000,7600000,6500000,5500000,4600000
"153","y.atoo","Galamily",25,1996,2.66,29.51,39.69,1,556.64,141.02,17.74,18.55,1,7.32,11.51,1,4.35,7.74,1,0,0.15,0,2.58,1.2,0.46,0.02,2.54,17300000,15900000,14400000,12900000,11500000,10100000,8800000,7600000,6500000,5500000
"154","u.nishimura","Galamily",31,1989,4.93,17.84,30.31,1,592.36,367.95,1.67,1.6,1,8.08,8.01,1,8.14,20.69,1,0.08,0.08,0.07,0,0.02,0.06,0,0.09,11500000,9900000,8500000,7200000,6e+06,5e+06,4100000,3300000,2700000,2100000
"155","f.pop","Galamily",25,1995,5.09,35.01,43.84,1,730.2,148.91,13.34,16.19,1,14.03,17.07,1,7.06,8.86,1,0,0,0.02,0.84,2.7,0.28,0,1.94,33500000,30600000,27800000,24900000,22100000,19400000,16900000,14600000,12500000,10500000
"156","i.kayange","Galamily",22,1998,1.43,32.95,50.1,1,584.94,129.24,15.75,20.09,1,11.46,16.41,1,4.97,9.98,1,0,0.06,0.03,0.01,2.81,0.04,0,2.83,11600000,10900000,10200000,9400000,8600000,7800000,7e+06,6200000,5500000,4800000
"157","l.rahimi","Galamily",30,1990,2.62,34.32,46.21,1,643.22,184.79,14.13,17.83,1,14.37,18.13,1,4.77,7.83,1,0,0.09,0,0.67,3.01,1.21,0,4.77,11400000,9900000,8600000,7300000,6200000,5200000,4300000,3500000,2900000,2300000
"158","l.uchida","Galamily",21,1999,0.03,1.06,1.05,1,8.06,0,1,0.99,1,0.06,0,0,0,0,0,0,0,0.01,0.1,0,0.08,0.05,0,3800000,3700000,3500000,3200000,3e+06,2700000,2500000,2200000,2e+06,1700000
"159","u.ajiambo","Galamily",27,1993,3.27,26.93,33.92,1,463.27,139.34,14.53,16.95,1,8.12,10.57,1,3.31,4.88,1,0.39,0,0.31,0.56,2.81,0.32,0.01,2.98,16700000,1.5e+07,13300000,11700000,10200000,8800000,7500000,6300000,5300000,4400000
"160","u.nambuya","Galamily",26,1994,1.91,40.55,50.51,1,730.99,213.98,18.96,19.97,1,15.5,18.52,1,5.53,10.48,1,0.02,0.1,0,2.02,1.5,1.01,0.59,1.98,11300000,10300000,9200000,8200000,7200000,6300000,5400000,4600000,3900000,3300000
"161","e.nabaasa","Giumle Lizeibon",28,1992,4.23,40.73,53.5,1,677.82,290.64,21.53,26.05,1,15.31,18.46,1,3.57,7.96,1,0.09,0.04,0,0,1.83,0.43,0.47,3.22,17300000,15400000,13500000,11800000,10100000,8700000,7300000,6100000,5100000,4200000
"162","n.barukh","Giumle Lizeibon",24,1996,0.58,61.71,68.22,1,1310.08,336.62,21.62,23.37,1,28.31,29.9,1,11.63,14.95,1,0,0.05,0.08,0,4.99,0,0.08,3.35,7300000,6700000,6200000,5600000,5e+06,4400000,3900000,3400000,2900000,2500000
"163","u.ionescu","Giumle Lizeibon",35,1985,2.07,32.08,42.47,1,466.01,95.57,16.02,19.96,1,11.96,15.54,1,1.58,3.51,1,0.09,0,0,0,0.54,0.57,0,1.43,3200000,2600000,2200000,1700000,1400000,1100000,9e+05,7e+05,5e+05,4e+05
"164","v.inoue","Giumle Lizeibon",28,1992,4.35,63.92,77.66,1,1322.24,453.64,22.1,24.09,1,30.99,34,1,10.64,17.15,1,0.47,0.17,0.27,2.35,3.94,1.03,0.26,6.69,22600000,20100000,17700000,15400000,13300000,11300000,9600000,8e+06,6600000,5400000
"165","w.longwe","Giumle Lizeibon",28,1992,4.34,50.1,59.14,1,990.69,323.74,16.06,17.21,1,26.22,29.31,1,6.66,11.32,1,0,0,0,0.05,3.75,0.4,0.08,3.52,18400000,16300000,14300000,12500000,10800000,9200000,7800000,6500000,5400000,4400000
"166","x.kawooya","Giumle Lizeibon",33,1987,0.16,9.92,10.07,1,180.07,140.08,0,0,0,10.06,10.02,1,0,0,0,0.02,0.03,0.08,0.04,9.96,0.08,0,9.99,2600000,2200000,1900000,1500000,1300000,1e+06,8e+05,7e+05,5e+05,4e+05
"167","y.takeuchi","Giumle Lizeibon",29,1991,3.7,52.87,61.1,1,1237.38,412.9,13.11,15.5,1,26.65,29.67,1,12.6,14.98,1,0.05,0,0,0,5.16,0.19,0,5.06,1.3e+07,11400000,9900000,8600000,7300000,6200000,5200000,4300000,3500000,2900000
"168","a.azmi","Giumle Lizeibon",23,1997,1.28,26.67,32.57,1,426.66,85.73,15.87,19.23,1,8.26,10.84,1,2.44,2.55,1,0.05,0.15,0,0.74,2.53,1.62,0.05,3.3,18300000,17100000,15800000,14400000,13100000,11700000,10400000,9200000,8e+06,6900000
"169","i.peeters","Giumle Lizeibon",28,1992,0.11,10.06,10.07,1,90.02,0,9.96,10.07,1,0.01,0,0,0.1,0,0,0,0.01,0.1,0,0.09,0,0.08,0.1,2300000,2e+06,1800000,1500000,1300000,1100000,1e+06,8e+05,7e+05,5e+05
"170","m.omony","Giumle Lizeibon",21,1999,2.64,25.66,33.6,1,352.94,69.5,17.33,20.45,1,6.27,8.11,1,1.16,2.18,1,0.03,0.06,0.02,0.44,1.46,0.04,0.02,1.49,20200000,19200000,18100000,16900000,15600000,14300000,1.3e+07,11600000,10300000,9100000
"171","v.jankowski","Giumle Lizeibon",31,1989,2.33,19.25,28,1,278.87,49.95,11.37,16.34,1,6.68,7.83,1,0.46,1.22,1,0.06,0.09,0,1.61,0.83,1.73,0.34,1.19,10200000,8800000,7500000,6300000,5300000,4400000,3600000,2900000,2300000,1900000
"172","x.seidu","Giumle Lizeibon",26,1994,0.95,37.91,43.95,1,543.98,90.02,21.96,25.01,1,7.95,8.94,1,4.07,4.09,1,0.02,0.65,0,3.06,0.98,0.97,1.02,1.02,14400000,1.3e+07,11700000,10400000,9100000,7900000,6800000,5800000,4900000,4100000
"173","r.zamani","Giumle Lizeibon",23,1997,3.68,22.18,30.35,1,339.5,81.47,12.75,14.84,1,7.35,7.79,1,1.67,5.18,1,0.3,0.07,0.17,0.76,1.82,0.73,0.03,2.62,29600000,27600000,25500000,23400000,21200000,1.9e+07,16900000,14900000,12900000,11100000
"174","z.matsui","Giumle Lizeibon",26,1994,1.12,19.19,22.43,1,256.77,30,10.04,10.78,1,6.7,9.24,1,0.09,0,0,0.04,0.11,0,0.85,0,0.8,0.09,1.59,6300000,5700000,5100000,4500000,4e+06,3500000,3e+06,2600000,2200000,1800000
"175","z.testa","Giumle Lizeibon",24,1996,0.17,69.97,75.06,1,1350.02,470.03,30.02,30.06,1,19.91,24.94,1,15.09,15.06,1,0.09,0.42,0,5.1108,10.09,4.9452,2.2562,5.06,30400000,28100000,25800000,23300000,20900000,18600000,16400000,14200000,12300000,10500000
"176","x.clement","Giumle Lizeibon",26,1994,4.25,27.92,35.56,1,782.39,479.83,6.49,6.42,1,10.43,10.45,1,10.2,17.92,1,0,0,0,0,0.15,0,0,0.06,15900000,14400000,12900000,11500000,10100000,8800000,7600000,6500000,5500000,4600000
"177","k.lawino","Giumle Lizeibon",23,1997,4.04,31.04,38.04,1,548.55,146.59,14.43,15.68,1,12.49,14.96,1,3.9,5.54,1,0.01,0.12,0,1.26,4.73,0.68,0,4.14,40400000,37800000,34900000,31900000,28900000,2.6e+07,23100000,20300000,17700000,15200000
"178","l.abbasi","Giumle Lizeibon",33,1988,0.08,2.08,2.06,1,31.02,4.07,1.05,1.05,1,1.06,1.05,1,0,0,0,0.05,0,0,0,0,0,0,0,1400000,1200000,1e+06,8e+05,7e+05,6e+05,4e+05,4e+05,3e+05,2e+05
"179","q.roche","Giumle Lizeibon",25,1995,2.59,58.31,67.67,1,1241.13,301.23,18.36,19.51,1,28.44,30.88,1,11.3,15.67,1,0.02,0,0.03,0.07,6.46,1.18,0.33,5.16,17100000,15700000,14200000,12800000,11300000,1e+07,8700000,7500000,6400000,5400000
"180","r.kirya","Giumle Lizeibon",26,1994,0.1,24.97,30.01,1,435.08,360.06,9.98,14.99,1,14.98,15.01,1,0,0.06,0,1.4072,0.51,1.0072,4.93,0,4.92,0,9.9,16500000,1.5e+07,13400000,11900000,10500000,9100000,7900000,6700000,5700000,4800000
"181","w.isah","Giumle Lizeibon",26,1994,4.33,47.75,55.76,1,844.9,196.45,23.28,25.17,1,16.44,18.43,1,6.2,9.03,1,0.16,0.23,0.01,1.24,3.96,2.17,0.77,4.64,42300000,38300000,34400000,30500000,26900000,23400000,20200000,17200000,14500000,12200000
"182","h.marroquin","Giumle Lizeibon",31,1989,0.29,43.39,49.94,1,710.1,410.06,26.77,29.94,1,13.36,16.79,1,3.35,3.4,1,0,0,0,0,0,0,0,3.31,2800000,2400000,2100000,1700000,1500000,1200000,1e+06,8e+05,6e+05,5e+05
"183","a.gautier","Greri Landmoslands",23,1997,3.99,71.41,76.73,1,1689,530.91,16.85,16.9,1,38.4,38.45,1,16.49,20.49,1,0.07,0.05,0,0,3.74,0.57,0,3.06,22500000,2.1e+07,19500000,17800000,16100000,14500000,12900000,11300000,9800000,8500000
"184","c.busingye","Greri Landmoslands",27,1993,2.94,48.61,58.31,1,795.14,243.4,23.17,24.52,1,21.72,23.35,1,3.03,7,1,0.02,0.16,0,0.77,7.3,0.33,0.02,5.59,20700000,18600000,16500000,14500000,12600000,10900000,9300000,7800000,6600000,5400000
"185","d.magoba","Greri Landmoslands",37,1983,4.03,61.92,69.28,1,1428.22,396.35,17.91,18.57,1,30.5,31.45,1,13.32,18.81,1,0,0.08,0.02,0,2.78,0.31,0,4.33,3400000,2800000,2200000,1800000,1400000,1100000,8e+05,6e+05,5e+05,4e+05
"186","r.sanz","Greri Landmoslands",27,1993,3.96,61.26,68.72,1,990.22,328.56,33.3,34.59,1,21.98,24.45,1,4.91,7.8,1,0,0.15,0,0.91,3.41,1.03,0.68,4.35,23500000,21100000,18800000,16500000,14400000,12400000,10600000,8900000,7500000,6200000
"187","d.gross","Greri Landmoslands",21,1999,0.38,40.07,50.05,1,662.59,130.09,20.07,27.59,1,15.08,15.02,1,5.07,7.48,1,0,0.06,0,0.03,2.54,2.56,0.07,7.44,1.5e+07,14300000,13500000,12600000,11600000,10600000,9600000,8600000,7700000,6800000
"188","k.nasution","Greri Landmoslands",25,1995,0.36,25.04,30.09,1,245.06,0.04,20.01,22.45,1,2.41,5.05,1,0,0,0,0,0.18,0,5.01,0,0,0,0.09,5500000,5e+06,4600000,4100000,3600000,3200000,2800000,2400000,2100000,1700000
"189","l.dewit","Greri Landmoslands",35,1985,4.04,27.23,32.51,1,383.03,68.26,14.74,16.41,1,9.25,11.05,1,0.91,1.53,1,0.2,0.21,0.02,0.95,1.52,1.85,0.06,2.94,11200000,9300000,7600000,6200000,5e+06,3900000,3100000,2400000,1900000,1400000
"190","b.sugawara","Greri Landmoslands",26,1994,2.79,33.78,40.68,1,583.25,158.16,14.81,15.18,1,15.51,18.01,1,2.64,3.69,1,0,0.11,0,1.77,2.87,1.44,0.07,4.13,22100000,2e+07,1.8e+07,1.6e+07,1.4e+07,12200000,10500000,9e+06,7600000,6400000
"191","e.alowo","Greri Landmoslands",24,1996,3.56,24.5,29.72,1,388.63,54.14,13.08,14.61,1,8.35,10.25,1,2.3,2.72,1,0.25,0.38,0.09,1.45,1.48,0.08,0.09,0.81,30700000,28400000,2.6e+07,23500000,21100000,18700000,16500000,14400000,12400000,10600000
