"","Player","Nation","Squad","Age","Born","X90s","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"350","w.alves","People's Land of Maneau","Swift Musketeers",19,2000,1.06,17.95,26,1,285.93,100.9,6.04,6.98,1,7.91,10.02,1,0.97,3.98,1,0.09,0,0.03,0.02,0,0,0.07,0,6100000,6100000,6e+06,5900000,5700000,5400000,5e+06,4600000,4200000,3700000
"351","e.kuhn","Dosqaly","Swift Musketeers",21,1999,1.03,48.21,58.15,1,802.75,244.45,22.61,24.44,1,23.58,25.48,1,1.8,5.41,1,0,0,0,0,0.01,1.89,0.87,1.76,8200000,8e+06,7700000,7200000,6800000,6200000,5600000,5e+06,4400000,3800000
"352","d.obeng","Ngoque Blicri","Swift Musketeers",24,1996,29.52,14.98,21.37,1,248.59,55.14,7.7,10.17,1,4.76,6.15,1,1.74,2.43,1,0.19,0.21,0,1.12,0.89,0.8,0.06,1.97,53800000,50300000,46200000,41900000,37400000,32900000,28600000,24400000,20600000,17100000
"353","c.joly","People's Land of Maneau","Swift Musketeers",21,1999,1.26,18.26,27.49,1,331.68,45.9,8.28,13.27,1,9.07,10.1,1,0.92,0.86,1,0,0,0,0.88,2.54,0.82,0,1.64,11700000,11400000,10900000,10400000,9700000,8900000,8100000,7200000,6300000,5500000
"354","t.acom","People's Land of Maneau","Swift Musketeers",28,1992,24.01,14.26,21.5,1,215.53,59.69,8.42,10.84,1,4.21,6.29,1,1.17,2.53,1,0.26,0.17,0,0.89,1.21,0.76,0.22,2.09,24700000,21700000,18800000,16100000,13600000,11300000,9200000,7400000,5900000,4600000
"355","f.siddiqui","Southslands","Swift Musketeers",20,2000,0.65,18.67,21.45,1,254.32,41.49,11.39,12.86,1,4.24,5.68,1,1.35,1.51,1,0,0.06,0,1.49,1.42,0.04,0,1.5,9e+06,8900000,8700000,8300000,7900000,7400000,6800000,6100000,5500000,4800000
"356","s.sarpong","Southslands","Swift Musketeers",33,1987,2.31,16.51,25.64,1,214.8,72.92,11.66,14.85,1,3.46,6.93,1,0.83,0.89,1,0.09,0,0,0,1.36,0,0.1,1.71,2100000,1700000,1400000,1100000,9e+05,7e+05,5e+05,4e+05,3e+05,2e+05
"357","d.tukamuhebwa","People's Land of Maneau","Swift Musketeers",21,1999,8.24,12.86,17.64,1,202.09,37.77,7.24,8.89,1,3.98,4.97,1,1.16,1.61,1,0.08,0.09,0.02,0.64,0.56,0.91,0.52,0.76,14800000,14400000,13900000,13100000,12200000,11300000,10200000,9100000,8e+06,7e+06
"358","f.ribeiro","People's Land of Maneau","Swift Musketeers",30,1989,29.96,22.93,35.63,1,612.18,381.02,5.96,6.15,1,9.49,9.66,1,7.05,19.6,1,0.01,0.03,0,0,0.32,0.15,0.1,0.03,1.2e+07,10200000,8600000,7200000,5900000,4700000,3800000,2900000,2300000,1700000
"359","s.aslan","People's Land of Maneau","Swift Musketeers",32,1988,7.97,19.22,34.35,1,566.48,372.53,4.66,4.67,1,6.84,7.47,1,6.88,21.11,1,0.03,0,0.04,0,0.04,0,0.02,0,2300000,1900000,1500000,1200000,1e+06,8e+05,6e+05,5e+05,3e+05,2e+05
"360","f.kabanda","Dosqaly","Swift Musketeers",21,1999,11.27,44.15,51.83,1,774.85,174.4,19.4,21.83,1,20.36,21.98,1,3.68,6.77,1,0,0.09,0,0.73,3.28,0.52,0.13,2.95,17500000,17100000,16400000,15500000,14500000,13300000,12100000,10800000,9500000,8200000
"361","v.nakayima","Nganion","Swift Musketeers",28,1991,19.63,53.26,64.29,1,896.75,187.07,25.8,29.41,1,22.52,25.6,1,3.87,7.24,1,0.08,0.11,0.02,0.8,3.21,0.72,0,4.4,17600000,15500000,13400000,11500000,9700000,8e+06,6600000,5300000,4200000,3300000
"362","a.lombardi","Ngoque Blicri","Swift Musketeers",28,1992,30.62,32.68,41.09,1,541.2,153.51,16.89,19.63,1,12.51,14.55,1,2.84,4.12,1,0.21,0.09,0.16,1.12,2.95,1.3,0.07,3.84,4.3e+07,37800000,32800000,28100000,23600000,19600000,1.6e+07,12900000,10300000,8e+06
"363","a.avako","People's Land of Maneau","Swift Musketeers",25,1994,37.0604,55.71,68.99,1,998.77,264.83,24.62,27.39,1,24.07,26.64,1,5.91,13.19,1,0.21,0.15,0.04,1.44,4.01,0.67,0,4.13,64100000,5.9e+07,53500000,47800000,4.2e+07,36500000,31200000,26300000,21800000,17800000
"364","b.supriatna","Quewenia","Swift Musketeers",18,2001,0.07,2.08,2.94,1,30.95,24.95,0.99,0.93,1,0.97,1.1,1,0.08,0,0,0,0.05,0.06,0,0,1.06,0,0.99,5300000,5400000,5500000,5400000,5300000,5100000,4800000,4500000,4100000,3700000
"365","g.abbas","Reugha","Swift Musketeers",22,1998,13.71,21.33,29.06,1,331.23,91.46,11.61,13.86,1,8.04,10.1,1,1.27,2.43,1,0.06,0.01,0,0.43,1.25,0.84,0.24,1.78,17500000,16800000,15900000,14900000,13700000,12400000,11100000,9800000,8500000,7200000
"366","n.nyesiga","Southslands","Swift Musketeers",20,2000,1.97,33.63,41.07,1,585.77,127.91,14.74,16.33,1,16.33,17.85,1,2.07,5.75,1,0.05,0,0,0.08,2.18,0.6,0,2.7,9e+06,8900000,8700000,8400000,7900000,7400000,6800000,6200000,5500000,4800000
"367","z.alupo","Central Republic of Boekrainego","Swift Musketeers",18,2002,0.45,20.1,32.49,1,402.58,102.44,10.01,17.53,1,7.57,12.5,1,2.41,2.51,1,0.02,0.05,0,0,0,2.6,1.392,0.05,9400000,9600000,9700000,9600000,9300000,9e+06,8500000,7900000,7300000,6600000
"368","a.logose","Lylimi","Swift Musketeers",25,1995,7.99,23.46,32.41,1,362.87,67.41,12.52,15.89,1,8.7,11.06,1,1.36,3.39,1,0.05,0.04,0,0.72,1.38,0.62,0.02,2.12,1.1e+07,10100000,9200000,8200000,7200000,6200000,5300000,4500000,3700000,3100000
"369","c.namutebi","People's Land of Maneau","Swift Musketeers",31,1989,18.03,17.03,23.58,1,243.7,51.41,10.22,12.32,1,5.2,7.4,1,0.68,2.04,1,0.1,0.03,0.02,0.87,1.09,0.84,0.13,1.41,9900000,8300000,6900000,5700000,4600000,3600000,2800000,2200000,1700000,1200000
"370","r.jacobs","People's Land of Maneau","Swift Musketeers",26,1994,19.33,29.3,38.43,1,483.12,120.57,14.54,17.46,1,11.16,14.4,1,2.61,3.96,1,0.21,0.09,0,1.58,1.78,1.52,0.18,3.93,26300000,23800000,21300000,18700000,16200000,13900000,11700000,9700000,7900000,6400000
"371","c.danquah","Byasier Pujan","Weak Tornadoes",24,1995,16.59,38.88,52.22,1,714.11,289.85,17.01,20.4,1,16.15,20.58,1,4.74,7.77,1,0.07,0.09,0,1.01,2.03,1.49,1.1,3.22,18100000,16900000,15600000,14100000,12600000,11100000,9600000,8200000,6900000,5700000
"372","j.tsan","Byasier Pujan","Weak Tornadoes",26,1994,1.09,36.92,38.93,1,723.1,293.06,12.04,13.07,1,22.01,23.02,1,2.95,2.98,1,0,0,0.08,1.05,2.98,0.92,1.09,2.93,6800000,6100000,5500000,4800000,4200000,3600000,3e+06,2500000,2e+06,1600000
"373","z.kituyi","Central Republic of Boekrainego","Weak Tornadoes",20,2000,0.12,69.94,75.02,1,1055.01,440.06,39.92,43.506,1,29.99,30.08,1,0.05,0,0,0.1,0.06,0,0,0.03,0.08,0,9.9804,3500000,3400000,3300000,3200000,3e+06,2800000,2600000,2400000,2100000,1900000
"374","d.mo","Dosqaly","Weak Tornadoes",30,1989,1.49,55.73,58.52,1,1315.05,458.7,12.91,12.94,1,30.71,32.07,1,11.42,12.99,1,0,0,0.04,0.05,2.13,0.69,0,4.29,3500000,3e+06,2600000,2100000,1700000,1400000,1100000,9e+05,7e+05,5e+05
"375","e.nakayiza","Mico","Weak Tornadoes",24,1996,30.33,50.42,60.46,1,1261.96,374.59,9.85,11.01,1,27.19,29.48,1,13.03,18.97,1,0.03,0.07,0.07,0.27,3.89,0.22,0.09,3.18,3.1e+07,28900000,26600000,24100000,21500000,18900000,16400000,1.4e+07,11800000,9800000
"376","s.wafula","People's Land of Maneau","Weak Tornadoes",22,1997,32.74,48.52,55.51,1,1138.29,363.63,9.28,10.45,1,28.58,29.95,1,10.43,14.33,1,0,0,0,0.17,2.15,0.13,0.01,2.19,33800000,32400000,30700000,28700000,26400000,23900000,21300000,18800000,16300000,13900000
"377","h.byamugisha","Republic of Denand Landsa","Weak Tornadoes",23,1996,29.66,44.98,57.74,1,862.9,348.66,17.86,19.7,1,20.77,24.16,1,5.78,12.05,1,0,0.13,0.05,0.52,3.3,0.56,0.3,3.37,37700000,35700000,33300000,30600000,27800000,24800000,21800000,18900000,16200000,13600000
"378","h.makoni","Slandsganiamayotteque","Weak Tornadoes",22,1997,24.06,40.88,56.31,1,762.84,294.67,17.06,20.05,1,18.46,23.5,1,5.08,10.36,1,0,0.01,0,1.14,1.65,1.73,1.03,3.65,25800000,24800000,23500000,21900000,20200000,18300000,16300000,14400000,12500000,10700000
"379","t.teo","Slandsganiamayotteque","Weak Tornadoes",32,1987,6.99,56.51,61.95,1,1240.93,391.66,14.55,15.02,1,31.42,32.63,1,10.23,13.38,1,0.09,0,0.05,0,4.45,0,0.02,3.48,3400000,2800000,2300000,1900000,1500000,1200000,9e+05,7e+05,5e+05,4e+05
"380","g.cossa","Southern Ristan","Weak Tornadoes",32,1988,3.04,50.92,61.74,1,1054.99,345.27,17.93,20,1,23.98,27.25,1,8.37,12.03,1,0.07,0.06,0,0.34,3.65,0.61,0.31,3.24,3100000,2500000,2100000,1700000,1300000,1e+06,8e+05,6e+05,5e+05,3e+05
"381","s.rahmani","Thaijagypt","Weak Tornadoes",28,1992,3,47.98,60.36,1,1201.74,452.72,7.33,8.68,1,26.84,28.52,1,13.44,22.17,1,0.09,0.03,0.09,0.35,3.4,0.34,0.01,3.88,4400000,3900000,3400000,2900000,2400000,2e+06,1700000,1300000,1100000,8e+05
"382","x.emmanuel","People's Land of Maneau","Weak Tornadoes",26,1993,7.31,39.93,56.83,1,707.51,298.98,19.91,23.23,1,15.01,19.27,1,4.15,11.1,1,0.01,0,0,0.78,3.18,0.69,0.26,3.69,8e+06,7200000,6400000,5700000,4900000,4200000,3500000,2900000,2400000,1900000
"383","e.saka","Rosvi","Weak Tornadoes",25,1994,15.64,18.61,24.59,1,254.88,39.34,11.65,14.4,1,4.96,6.93,1,0.96,1.64,1,0.13,0.21,0.02,1.36,0.81,0.91,0.15,1.19,23700000,21800000,19800000,17700000,15600000,13500000,11500000,9700000,8100000,6600000
"384","f.namajja","Central Badad","Weak Tornadoes",25,1995,3.54,26.37,36.58,1,429.74,116.96,13,16.39,1,10.07,11.7,1,2.09,5.97,1,0.07,0.19,0,1.75,1.21,1.13,0.33,3.09,11500000,10600000,9600000,8600000,7600000,6600000,5600000,4700000,3900000,3200000
"385","x.vtols","Greri Landmoslands","Weak Tornadoes",26,1993,27.46,21.8,30.26,1,364.44,88.33,11.18,13.6,1,7.65,9.63,1,2.27,4.77,1,0,0.13,0,1.68,0.73,1.17,0.31,1.91,36100000,32700000,29200000,25700000,22300000,19100000,16100000,13300000,10900000,8800000
"386","m.iqbal","Lenia Gerdanho","Weak Tornadoes",28,1992,1.39,25.44,32.22,1,314.59,76.17,19.2,19.18,1,4.67,8.55,1,0.68,2.39,1,0.01,0,0,0,0.71,0,0.04,1.53,3900000,3400000,3e+06,2600000,2100000,1800000,1500000,1200000,9e+05,7e+05
"387","l.barman","People's Land of Maneau","Weak Tornadoes",22,1997,30.59,28.96,38.36,1,490.99,141.37,13.65,16.09,1,11.49,14.02,1,2.73,5.87,1,0.21,0.11,0,1.92,1.58,1.32,0.16,3.45,59700000,57300000,54300000,50700000,46600000,42300000,37700000,33200000,28800000,24600000
"388","u.atugonza","Republic of Denand Landsa","Weak Tornadoes",21,1998,8.98,17.4,19.89,1,278.98,22.1,9.37,10.22,1,5.96,6.26,1,1.5,1.72,1,0.04,0.18,0,0.86,0.43,0.48,0.03,0.69,17300000,16900000,16200000,15400000,14300000,13200000,1.2e+07,10700000,9400000,8200000
"389","n.kyohirwe","Dosqaly","Weak Tornadoes",27,1993,35.99,20.58,27.82,1,560.19,334.3,6.18,6.13,1,6.91,7.15,1,6.83,14.02,1,0,0,0.01,0,0.19,0,0,0,26100000,23300000,20500000,17800000,15200000,12800000,10600000,8700000,7e+06,5600000
"390","e.bintiismail","Ledian","Weak Tornadoes",23,1996,2.06,18.41,23.08,1,479.6,267.98,4.5,4.41,1,7.41,7.5,1,5.98,10.44,1,0,0.08,0,0.05,0.02,0,0,0.08,6600000,6200000,5800000,5400000,4900000,4300000,3800000,3300000,2800000,2400000
"391","g.namugere","Central Namemo Laand","Weak Tornadoes",24,1995,28.73,41.79,49.1,1,715.22,170.45,19.14,22.04,1,18.59,20.54,1,3.1,4.61,1,0.13,0.04,0,0.86,4.63,0.77,0.07,3.96,49100000,45900000,42200000,38200000,34100000,3e+07,26100000,22300000,18800000,15600000
"392","m.amsalem","Czechnor","Weak Tornadoes",26,1993,18.83,38.85,45.58,1,797.89,196.31,12.96,14.78,1,18.83,21.19,1,6.16,8.68,1,0,0.02,0,0.6,3.18,0.85,0,2.93,19600000,17700000,15800000,13900000,12100000,10300000,8700000,7200000,5900000,4800000
"393","a.karlsson","Ngoque Blicri","Weak Tornadoes",29,1991,8.47,65.68,73.81,1,1329.18,239.17,25.58,26.97,1,27.05,29.38,1,11.93,15.23,1,0.13,0.15,0,2.4,7.24,1.1,0.57,3.78,12500000,10900000,9300000,7800000,6500000,5300000,4300000,3400000,2700000,2100000
"394","l.kawuma","People's Land of Maneau","Weak Tornadoes",23,1997,4.2,35.41,39.46,1,572.44,112.31,17.67,19.82,1,13.71,14.37,1,2.84,4.03,1,0,0,0,0.41,2.85,0.61,0,3.91,11200000,10600000,9900000,9100000,8200000,7400000,6500000,5600000,4800000,4e+06
"395","v.alharbi","People's Land of Maneau","Weak Tornadoes",25,1995,25.04,50.56,58.47,1,971.14,229.67,18.72,20.24,1,24.96,27.43,1,6.24,9.05,1,0.11,0,0.06,0.79,3.38,0.69,0.22,3.89,26100000,2.4e+07,21800000,19400000,17100000,14800000,12700000,10700000,8900000,7300000
"396","f.hughes","Thaijagypt","Weak Tornadoes",27,1993,26.44,23.26,31.37,1,386.37,110.62,11.77,13.6,1,8.72,11.21,1,1.98,4.6,1,0.14,0.14,0,0.65,1.41,1.03,0.3,2.18,29800000,26600000,23400000,20300000,17300000,14600000,12100000,9900000,8e+06,6400000
"397","j.wan","People's Land of Maneau","Weak Tornadoes",24,1996,21.21,28.01,33.87,1,455.29,103.08,13.84,16.11,1,11.5,13.03,1,1.92,2.7,1,0.07,0.07,0,0.71,2.86,0.56,0.17,3.34,28500000,26600000,24400000,22100000,19800000,17400000,15100000,12900000,10900000,9e+06
"398","u.alshehri","People's Land of Maneau","Weak Tornadoes",17,2002,2.9,23.96,30.75,1,310.34,34.95,16.72,19.52,1,5.32,6.52,1,1.05,1.73,1,0,0.05,0,0.72,1.05,0.65,0.06,1.8,10500000,10800000,1.1e+07,11100000,10900000,10700000,10300000,9700000,9100000,8300000
"399","a.andama","Byasier Pujan","Flawless Cows",20,2000,18.74,63.47,71.32,1,931.36,268.19,39.58,41.6,1,20.66,23.36,1,2.44,4.51,1,0.2,0.13,0.01,0.77,3.83,1.23,0.61,3.41,33500000,33200000,32400000,31100000,29500000,27500000,25300000,22900000,20500000,1.8e+07
"400","y.nassuuna","Coastpa Barleslands","Flawless Cows",24,1996,16.58,66.7,71.69,1,1241.97,447.78,28.67,29.64,1,29.98,31.47,1,7.57,9.63,1,0.04,0,0.08,0.13,4.43,0.36,0.03,4.5,17900000,16700000,15400000,13900000,12400000,10900000,9500000,8100000,6800000,5700000
"401","j.kyarisiima","Dosqaly","Flawless Cows",21,1998,15.09,55.79,62.52,1,812.54,214.56,32.94,35.5,1,19.72,21.61,1,1.88,3.24,1,0.21,0.04,0.07,0.81,2.56,0.87,0.17,2.66,22800000,22200000,21300000,20200000,18900000,17400000,15700000,1.4e+07,12400000,10700000
"402","o.takeda","Dosqaly","Flawless Cows",17,2002,4.24,54.3,60.29,1,849.81,209.84,28.75,31.44,1,21.34,22.35,1,3.16,4.41,1,0,0,0,0.48,2.98,0.64,0.22,2.01,10800000,11100000,11300000,11400000,11300000,1.1e+07,10600000,1e+07,9300000,8600000
"403","q.coppola","Dosqaly","Flawless Cows",24,1995,25.68,72.23,75.33,1,1346.32,424.26,29.66,30.23,1,34.29,35.14,1,7.52,8.55,1,0.01,0.04,0.09,0.19,4.61,0.09,0,3.37,30600000,28500000,26300000,23800000,21300000,18700000,16200000,13900000,11700000,9700000
"404","v.mhlanga","Dosqaly","Flawless Cows",27,1992,14.27,59.75,68.35,1,923.07,299.99,32.53,34.69,1,22.11,25.35,1,3.61,6.28,1,0.11,0.08,0,0.81,2.62,1.2,0.34,3.77,14700000,13100000,11600000,1e+07,8600000,7200000,6e+06,4900000,4e+06,3100000
"405","j.kawano","Esia","Flawless Cows",23,1996,18.06,64.7,69.38,1,1112.47,352.05,28.63,30.38,1,31.15,32.63,1,4.28,5.44,1,0,0.1,0,0.08,2.24,0.18,0.13,2.74,19100000,18100000,16900000,15500000,14100000,12600000,11100000,9600000,8200000,6900000
"406","d.mabhena","Nganion","Flawless Cows",27,1993,2.18,53.17,58.57,1,763.62,237.62,34.59,35,1,16.82,19.02,1,1.83,2.69,1,0.03,0.13,0,1,1.88,2.19,0,3.63,12900000,11500000,10100000,8800000,7500000,6300000,5200000,4300000,3500000,2700000
"407","f.yunusa","Rarita","Flawless Cows",26,1994,23.67,68.28,73.36,1,1415.12,450.34,24.07,24.82,1,31.98,33.51,1,11.77,14.14,1,0.03,0,0.07,0.11,6.22,0.47,0,3.72,25700000,23300000,20800000,18300000,15900000,13600000,11400000,9500000,7800000,6300000
"408","t.neves","Sobianitedrucy","Flawless Cows",29,1991,17.03,48.41,58.75,1,840.76,223.85,25.04,27.04,1,17.57,20.86,1,5.25,9.04,1,0.09,0.08,0,1.04,2.23,1.31,1.07,3.58,11100000,9600000,8200000,6900000,5800000,4700000,3800000,3e+06,2400000,1800000
"409","h.robert","Dosqaly","Flawless Cows",21,1998,26.35,30.85,39.06,1,421.85,77.68,19.65,23.5,1,8.89,10.54,1,1.22,2.31,1,0.23,0.18,0.1,1.27,1.44,1.43,0.15,2.31,60300000,58800000,56500000,53500000,5e+07,4.6e+07,41700000,37200000,32700000,28400000
"410","z.basile","Dosqaly","Flawless Cows",18,2002,0.75,25.07,27.46,1,261.39,22.54,18.79,20.06,1,5.08,4.99,1,0.02,0,0,0,0.19,0,1.33,0.05,1.22,0,1.32,7500000,7700000,7700000,7600000,7400000,7200000,6800000,6300000,5800000,5300000
"411","b.zheng","Imaar Vircoand","Flawless Cows",27,1993,12.09,12.07,14.71,1,163.17,31.29,7.5,8.43,1,3.03,4.24,1,0.58,0.63,1,0.19,0.29,0.07,1.25,0.82,0.16,0,0.92,15800000,14100000,12400000,10800000,9200000,7800000,6400000,5300000,4300000,3400000
"412","y.mutema","Nganion","Flawless Cows",27,1993,0.28,13.35,26.63,1,116.69,13.28,10.1,16.73,1,3.39,3.4,1,0,0.09,0,0,0,0.04,0,3.27,0,0,0,3500000,3100000,2700000,2400000,2e+06,1700000,1400000,1200000,9e+05,7e+05
"413","j.lysenko","Sobianitedrucy","Flawless Cows",20,2000,18.84,13.34,16.7,1,182.41,25.36,8.32,9.81,1,2.91,3.92,1,0.79,0.92,1,0.05,0.12,0,0.4,0.25,0.43,0.06,0.96,25800000,25600000,24900000,23900000,22700000,21200000,19500000,17600000,15800000,13900000
"414","y.manuel","Biarizea","Flawless Cows",17,2002,2.18,75.71,86.17,1,1082.44,249.08,39.972,43.506,1,19.01,22.45,1,4.78,6.24,1,0,0,0.03,0.04,6.14,1.35,0.06,6.73,13800000,14300000,14600000,14600000,14500000,14100000,13600000,12800000,1.2e+07,1.1e+07
"415","c.asiku","Dosqaly","Flawless Cows",19,2001,0.64,47.1,48.59,1,678.65,141.36,31.39,31.32,1,12.8,14.37,1,2.95,2.83,1,0,0,0.05,0.03,4.3,1.49,1.392,1.53,10800000,10800000,10700000,10400000,1e+07,9500000,8900000,8200000,7400000,6600000
"416","b.obonyo","Imaar Vircoand","Flawless Cows",32,1988,20.57,43.15,59.11,1,796.87,269.21,20.73,23.77,1,15.01,20.19,1,6.54,12.01,1,0.42,0.42,0.01,3.22,4.33,3.5704,0.59,6.38,35400000,29400000,2.4e+07,19400000,15400000,1.2e+07,9300000,7100000,5300000,3900000
"417","r.ssembatya","Nganion","Flawless Cows",28,1992,14.69,33.44,43.58,1,540.34,170.09,19.3,22.36,1,10.34,13.29,1,2.95,5.29,1,0.36,0.31,0,1.75,2.36,2.04,0.67,4.13,24700000,21800000,18900000,16100000,13600000,11300000,9200000,7400000,5900000,4600000
"418","y.kyosiimire","Nganion","Flawless Cows",26,1993,9.08,21.71,24.06,1,475.06,280.29,6.16,6.23,1,11.88,11.82,1,3.67,5.84,1,0.08,0.1,0.06,0.06,0,0,0.08,0,8600000,7800000,7e+06,6100000,5300000,4600000,3800000,3200000,2600000,2100000
"419","x.driscoll","Nkasland Cronestan","Flawless Cows",20,1999,0.95,24.94,30.01,1,532.04,329.1,3.95,3.94,1,18.03,19.04,1,3.07,6.99,1,0,0.04,0.07,0,0.08,0.04,0.07,0.05,6200000,6100000,5900000,5700000,5400000,5e+06,4600000,4200000,3800000,3300000
"420","p.addae","South Sati Fatina","Flawless Cows",33,1986,28.08,23.14,26.5,1,606.27,348.05,4.44,4.63,1,11.68,11.63,1,6.86,10.26,1,0.01,0,0,0.13,0,0.07,0.02,0,7500000,6200000,5e+06,3900000,3100000,2400000,1800000,1400000,1e+06,7e+05
"421","d.muhammad","Coastpa Barleslands","Flawless Cows",30,1989,17.5,81.204,92.4104,1,1478.48,383.1,39.972,43.506,1,37.51,39.81,1,6.23,7.83,1,0.05,0,0.05,0.75,9.6,0.78,0.15,6.9,17500000,1.5e+07,12600000,10500000,8600000,6900000,5500000,4300000,3300000,2500000
"422","i.ndoro","Dosqaly","Flawless Cows",17,2003,0.03,0,0,0,0.02,0.03,0,0.07,0,0.02,0,0,0,0.04,0,0,0.03,0,0.09,0.02,0,0.04,0.06,1300000,1300000,1400000,1400000,1400000,1300000,1300000,1200000,1100000,1e+06
"423","e.sommer","Imaar Vircoand","Flawless Cows",26,1994,14.4,81.204,92.4104,1,1646.068,522.3,36.39,38.59,1,41.1584,44.3752,1,11.41,14.83,1,0.1,0.1,0,0.8,10.0408,0.83,0,9.09,24700000,22300000,2e+07,17600000,15200000,1.3e+07,1.1e+07,9100000,7400000,6e+06
"424","p.susanto","Lefghau","Flawless Cows",27,1993,15.04,69.45,77.41,1,1169.3,245.05,36.01,38.86,1,24.98,27.76,1,7.1,8.41,1,0.25,0.3,0.13,1.51,6.05,1.08,0.16,5.43,2.9e+07,25900000,22800000,19800000,16900000,14200000,11800000,9700000,7800000,6200000
"425","o.musonza","Nganion","Flawless Cows",30,1989,20.69,77.1,85.03,1,1250.98,331.55,39.972,43.22,1,28.83,31.44,1,5.78,7.68,1,0.15,0.05,0.05,1.31,7.78,1.04,0.11,6.61,21900000,18800000,15800000,13100000,10700000,8600000,6900000,5400000,4100000,3200000
"426","i.marie","Sobianitedrucy","Flawless Cows",27,1992,16.5,81.204,92.4104,1,1591.31,456.98,39.972,43.506,1,35.22,37.88,1,7.77,10.62,1,0.18,0.15,0,1.53,10.0408,2.09,0.27,8.19,44200000,39500000,34800000,30200000,25800000,21700000,1.8e+07,14700000,11900000,9400000
"427","z.musenero","Greri Landmoslands","Flawless Cows",28,1991,15.91,69.07,74.18,1,1285.24,337.41,27.44,28.42,1,32.4,34.26,1,7.92,9.54,1,0.01,0.11,0,0.15,5.25,0.14,0.16,3.75,13300000,11700000,10200000,8700000,7300000,6100000,5e+06,4e+06,3200000,2500000
"428","k.opio","Esia","Flawless Cows",26,1993,11.78,46.46,53.67,1,789.57,166.64,23.46,26.02,1,17.82,20.2,1,4.24,5.83,1,0.24,0.31,0,2.39,2.96,1.79,0.26,4.59,28400000,25700000,2.3e+07,20200000,17500000,1.5e+07,12600000,10500000,8600000,6900000
"429","z.ahmetovi","Lefghau","Flawless Cows",28,1992,15.65,49.41,63.63,1,834.02,289.38,26.35,30.36,1,16.51,20.79,1,5.58,9.81,1,0.29,0.471199999999999,0,3.41,6.26,3.5704,0.25,8.39,72500000,63800000,55300000,47300000,39800000,33100000,2.7e+07,21800000,17300000,13600000
"430","o.naderi","Badad","Glistening Paladins",27,1992,15.34,51.27,57.14,1,1222.69,346.76,9.64,10.29,1,27.84,29.52,1,13.15,16.48,1,0,0.04,0,0.09,2.85,0.15,0.06,3.29,9800000,8800000,7700000,6700000,5700000,4800000,4e+06,3300000,2600000,2100000
"431","a.nabuuma","Dosqaly","Glistening Paladins",22,1997,34.96,46.66,58.67,1,834.28,312.12,21.36,23.75,1,19.57,22.82,1,4.81,9.37,1,0.24,0.16,0.19,0.97,2.47,1.13,0.76,4.06,60300000,57900000,54900000,51200000,47100000,42700000,38100000,33600000,29100000,24900000
"432","b.ban","Dosqaly","Glistening Paladins",20,1999,10.68,51.9,62.58,1,1170.41,377.57,13.87,14.95,1,26.26,27.89,1,10.93,18.1,1,0.11,0.07,0.06,0.39,5.13,0.66,0,4.57,16400000,16200000,15800000,15200000,14400000,13400000,12400000,11200000,1e+07,8800000
"433","b.polak","Dosqaly","Glistening Paladins",22,1998,25.58,46.01,55.16,1,828.85,341.99,19.44,21.42,1,21.13,24.18,1,4.71,7.4,1,0,0,0.03,0.64,3.63,1.14,0.19,4.6,37300000,35900000,3.4e+07,31700000,29200000,26400000,23600000,20800000,1.8e+07,15400000
"434","l.mulyani","Dosqaly","Glistening Paladins",33,1987,10.55,43.93,57.57,1,949.07,416.13,14.84,17.38,1,20.68,24.4,1,8.19,13.5,1,0.36,0.22,0,1.97,2.98,2.9,1.392,5.67,7400000,6100000,4900000,3900000,3e+06,2300000,1800000,1300000,1e+06,7e+05
"435","o.wagner","Dosqaly","Glistening Paladins",25,1994,30.24,45.45,54.08,1,1099.08,378.46,10.94,12.09,1,22.84,24.4,1,11.31,17.04,1,0.06,0.08,0,0.24,3.58,0.69,0.06,2.98,35900000,3.3e+07,29900000,26700000,23500000,20400000,17400000,14700000,12200000,1e+07
"436","s.bukirwa","Dosqaly","Glistening Paladins",23,1997,22.54,50.36,59.46,1,1160.35,406.74,12.18,13.66,1,26.62,29.36,1,11.2,15.63,1,0.06,0,0,0.11,4.48,0.2,0,4.09,21600000,20400000,19100000,17500000,15900000,14200000,12500000,10800000,9300000,7800000
"437","a.palmieri","Landsfupua","Glistening Paladins",34,1986,3.31,65.28,76.99,1,1306.61,526.32,23.04,25.48,1,31.47,35.28,1,9.97,14.19,1,0,0.19,0,0.82,8.99,0.59,0.6,6.7,3500000,2800000,2200000,1700000,1300000,1e+06,8e+05,6e+05,4e+05,3e+05
"438","i.berg","Tito Mia","Glistening Paladins",25,1994,29.79,15.4,25.45,1,226.97,47.87,8.78,13.03,1,4.76,8.38,1,1.02,1.68,1,0.07,0.11,0,0.63,1.15,0.55,0,1.51,38200000,35100000,31800000,28400000,2.5e+07,21700000,18500000,15600000,1.3e+07,10600000
