,Player Name,League,Squad,Country,Position,Annualized Salary
382,H. Makoni,A,Weak Tornadoes,Slandsganiamayotteque,DF,11650000
383,T. Teo,A,Weak Tornadoes,Slandsganiamayotteque,DF,11170000
384,G. Cossa,A,Weak Tornadoes,Southern Ristan,DF,10910000
385,S. Rahmani,A,Weak Tornadoes,Thaijagypt,DF,15810000
386,X. Emmanuel,A,Weak Tornadoes,People's Land of Maneau,DFFW,18070000
387,E. Saka,A,Weak Tornadoes,Rosvi,FW,28110000
388,F. Namajja,A,Weak Tornadoes,Central Badad,FWDF,25300000
389,X. V?tols,A,Weak Tornadoes,Greri Landmoslands,FWMF,34230000
390,M. Iqbal,A,Weak Tornadoes,Lenia Gerdanho,FWMF,22670000
391,L. Barman,A,Weak Tornadoes,People's Land of Maneau,FWMF,24850000
392,U. Atugonza,A,Weak Tornadoes,Republic of Denand Landsa,FWMF,30250000
393,N. Kyohirwe,A,Weak Tornadoes,Dosqaly,GK,23590000
394,E. binti Ismail,A,Weak Tornadoes,Ledian,GK,10840000
395,G. Namugere,A,Weak Tornadoes,Central Namemo Laand,MF,21910000
396,M. Amsalem,A,Weak Tornadoes,Czechnor,MF,17020000
397,A. Karlsson,A,Weak Tornadoes,Ngoque Blicri,MF,20670000
398,L. Kawuma,A,Weak Tornadoes,People's Land of Maneau,MF,21250000
399,V. Al-Harbi,A,Weak Tornadoes,People's Land of Maneau,MF,15420000
400,F. Hughes,A,Weak Tornadoes,Thaijagypt,MFDF,30210000
401,J. Wan,A,Weak Tornadoes,People's Land of Maneau,MFFW,22490000
402,U. Alshehri,A,Weak Tornadoes,People's Land of Maneau,MFFW,33630000
403,A. Andama,B,Flawless Cows,Byasier Pujan,DF,17220000
404,Y. Nassuuna,B,Flawless Cows,Coastpa Barleslands,DF,18880000
405,J. Kyarisiima,B,Flawless Cows,Dosqaly,DF,15310000
406,O. Takeda,B,Flawless Cows,Dosqaly,DF,27650000
407,Q. Coppola,B,Flawless Cows,Dosqaly,DF,24730000
408,V. Mhlanga,B,Flawless Cows,Dosqaly,DF,21630000
409,J. Kawano,B,Flawless Cows,Esia,DF,17530000
410,D. Mabhena,B,Flawless Cows,Nganion,DF,21260000
411,F. Yunusa,B,Flawless Cows,Rarita,DF,18150000
412,T. Neves,B,Flawless Cows,Sobianitedrucy,DF,30990000
413,H. Robert,B,Flawless Cows,Dosqaly,FW,33510000
414,T. Jabarin,B,Flawless Cows,Dosqaly,FW,12080000
415,Z. Basile,B,Flawless Cows,Dosqaly,FW,33730000
416,B. Zheng,B,Flawless Cows,Imaar Vircoand,FW,37660000
417,Y. Mutema,B,Flawless Cows,Nganion,FW,1200000
418,J. Lysenko,B,Flawless Cows,Sobianitedrucy,FW,34620000
419,Y. Manuel,B,Flawless Cows,Biarizea,FWMF,10890000
420,C. Asiku,B,Flawless Cows,Dosqaly,FWMF,22900000
421,B. Obonyo,B,Flawless Cows,Imaar Vircoand,FWMF,32320000
422,R. Ssembatya,B,Flawless Cows,Nganion,FWMF,24780000
423,Y. Kyosiimire,B,Flawless Cows,Nganion,GK,14410000
424,X. Driscoll,B,Flawless Cows,Nkasland Cronestan,GK,22110000
425,P. Addae,B,Flawless Cows,South Sati Fatina,GK,13170000
426,A. Fekete,B,Flawless Cows,Byasier Pujan,MF,7380000
427,D. Muhammad,B,Flawless Cows,Coastpa Barleslands,MF,34050000
428,I. Ndoro,B,Flawless Cows,Dosqaly,MF,5700000
429,E. Sommer,B,Flawless Cows,Imaar Vircoand,MF,15780000
430,P. Susanto,B,Flawless Cows,Lefghau,MF,23300000
431,O. Musonza,B,Flawless Cows,Nganion,MF,13270000
432,I. Marie,B,Flawless Cows,Sobianitedrucy,MF,24550000
433,Z. Musenero,B,Flawless Cows,Greri Landmoslands,MFDF,20000000
434,K. Opio,B,Flawless Cows,Esia,MFFW,30710000
435,Z. Ahmetovi?,B,Flawless Cows,Lefghau,MFFW,31600000
436,O. Naderi,B,Glistening Paladins,Badad,DF,11950000
437,A. Nabuuma,B,Glistening Paladins,Dosqaly,DF,25080000
438,B. Ban,B,Glistening Paladins,Dosqaly,DF,12180000
439,B. Polák,B,Glistening Paladins,Dosqaly,DF,17970000
440,L. Mulyani,B,Glistening Paladins,Dosqaly,DF,17410000
441,O. Wagner,B,Glistening Paladins,Dosqaly,DF,7730000
442,S. Bukirwa,B,Glistening Paladins,Dosqaly,DF,17140000
443,A. Palmieri,B,Glistening Paladins,Landsfupua,DFMF,34010000
444,I. Berg,B,Glistening Paladins,Tito Mia,FW,33740000
445,G. Lombardo,B,Glistening Paladins,Dosqaly,FWMF,29200000
446,L. Alanyo,B,Glistening Paladins,Dosqaly,FWMF,25230000
447,F. Kimera,B,Glistening Paladins,Dosqaly,GK,20670000
448,T. Okello,B,Glistening Paladins,Dosqaly,GK,22390000
449,C. Asiku,B,Glistening Paladins,Dosqaly,MF,5990000
450,F. Kabanda,B,Glistening Paladins,Dosqaly,MF,19870000
451,H. Lwanga,B,Glistening Paladins,Dosqaly,MF,15270000
452,J. Takali,B,Glistening Paladins,Dosqaly,MF,37380000
453,S. Vidal,B,Glistening Paladins,Dosqaly,MF,23300000
454,B. Akullu,B,Glistening Paladins,Lefghau,MF,23390000
455,Z. Mlilo,B,Glistening Paladins,Pierrema,MF,24530000
456,G. Munsaka,B,Glistening Paladins,Dosqaly,MFFW,37880000
457,M. Maimon,B,Glistening Paladins,Dosqaly,MFFW,20980000
458,U. Madondo,B,Glistening Paladins,Dosqaly,MFFW,31000000
459,W. Kuhn,B,Glistening Paladins,Dosqaly,MFFW,30150000
460,J. Leng,B,Glistening Paladins,Greri Landmoslands,MFFW,29980000
461,M. Hassan,B,Glistening Paladins,Sobianitedrucy,MFFW,32520000
462,W. Santoro,B,Golden Rustlers,Coastpa Barleslands,DF,13020000
463,E. Gamal,B,Golden Rustlers,Dosqaly,DF,10890000
464,I. Chandra,B,Golden Rustlers,Dosqaly,DF,16390000
465,P. Igwe,B,Golden Rustlers,Dosqaly,DF,18860000
466,S. bin Ramli,B,Golden Rustlers,Dosqaly,DF,7180000
467,J. Mushabe,B,Golden Rustlers,Lefghau,DF,18610000
468,K. Oloya,B,Golden Rustlers,Quewenia,DF,27880000
469,B. Lai,B,Golden Rustlers,Rarita,DF,15490000
470,K. Kyosiimire,B,Golden Rustlers,Southern Viout Aman,DF,12860000
471,A. Musonza,B,Golden Rustlers,Dosqaly,FW,28950000
472,M. Reilly,B,Golden Rustlers,Dosqaly,FW,26770000
473,U. Atugonza,B,Golden Rustlers,Republic of Denand Landsa,FW,33660000
474,E. Cortez,B,Golden Rustlers,Dosqaly,FWMF,30830000
475,J. Testa,B,Golden Rustlers,Dosqaly,FWMF,29340000
476,T. Karmakar,B,Golden Rustlers,Dosqaly,FWMF,32620000
477,Y. Horváth,B,Golden Rustlers,Landli Blicporlip,FWMF,23410000
478,F. Salonen,B,Golden Rustlers,Republic of Denand Landsa,FWMF,35680000
479,V. Bwambale,B,Golden Rustlers,Dosqaly,GK,18830000
480,D. Taniguchi,B,Golden Rustlers,Central Diasongo,MF,18620000
481,C. Shaheen,B,Golden Rustlers,Dosqaly,MF,29480000
482,Z. Hasna,B,Golden Rustlers,Dosqaly,MF,21300000
483,W. Noguchi,B,Golden Rustlers,Lefghau,MF,27110000
484,M. Muwanga,B,Golden Rustlers,Manlisgamncent,MF,36170000
485,V. Amini,B,Golden Rustlers,Reugha,MF,21170000
486,P. Atukwatse,B,Golden Rustlers,Dosqaly,MFFW,30240000
487,U. Oyella,B,Golden Rustlers,Dosqaly,MFFW,27780000
488,M. Anderson,B,Golden Rustlers,Nganion,MFFW,13970000
489,E. Apiyo,B,Golden Rustlers,Pierrema,MFFW,28650000
490,S. Namanya,B,Grotesque Rocks,Central Diasongo,DF,8280000
491,E. Fujii,B,Grotesque Rocks,Dosqaly,DF,18920000
492,F. Shkreli,B,Grotesque Rocks,Dosqaly,DF,28450000
493,G. Namanya,B,Grotesque Rocks,Dosqaly,DF,18410000
494,H. Kaweesi,B,Grotesque Rocks,Dosqaly,DF,24430000
495,U. Müller,B,Grotesque Rocks,Dosqaly,DF,24960000
496,X. binti Awang,B,Grotesque Rocks,Rosvi,DF,16170000
497,O. Tshuma,B,Grotesque Rocks,Rarita,DFMF,28050000
498,D. Tshuma,B,Grotesque Rocks,Coastpa Barleslands,FW,24970000
499,B. Ghorbani,B,Grotesque Rocks,Ngogalar,FW,32930000
500,B. Okyere,B,Grotesque Rocks,Dosqaly,FWDF,12320000
501,J. Lorenz,B,Grotesque Rocks,Biarizea,FWMF,38630000
502,K. Van der Meer,B,Grotesque Rocks,Central Diasongo,FWMF,24060000
503,C. Kwakye,B,Grotesque Rocks,Nancipenuaroe,FWMF,35500000
504,K. Imai,B,Grotesque Rocks,Pierrema,FWMF,37100000
505,U. Dewi,B,Grotesque Rocks,Reugha,FWMF,31940000
506,U. Yamasaki,B,Grotesque Rocks,Coastpa Barleslands,GK,19570000
507,S. binti Othman,B,Grotesque Rocks,Lylimi,GK,14740000
508,T. Bukar,B,Grotesque Rocks,Southern Ristan,GK,11540000
509,B. Guillot,B,Grotesque Rocks,Central Diasongo,MF,20290000
510,B. Nalwanga,B,Grotesque Rocks,Dosqaly,MF,29480000
511,K. Kaudha,B,Grotesque Rocks,Dosqaly,MF,21850000
512,T. Orishaba,B,Grotesque Rocks,Dosqaly,MF,33130000
513,X. Odongo,B,Grotesque Rocks,Unicorporated Tiagascar,MF,10030000
514,O. Soleimani,B,Grotesque Rocks,Dosqaly,MFFW,32590000
515,U. Sun,B,Grotesque Rocks,Reugha,MFFW,3780000
516,O. Barone,B,Jumping Beans,Biarizea,DF,22340000
517,G. Sande,B,Jumping Beans,Central Diasongo,DF,16390000
518,O. Kembabazi,B,Jumping Beans,Giumle Lizeibon,DF,1690000
519,T. Muhumuza,B,Jumping Beans,Reugha,DF,29660000
520,C. Mashiri,B,Jumping Beans,Southern Ristan,DF,17560000
521,K. Ahimbisibwe,B,Jumping Beans,Southern Ristan,DF,16160000
522,L. Wenene,B,Jumping Beans,Southern Ristan,DF,17550000
523,Q. Mutabazi,B,Jumping Beans,Byasier Pujan,FW,10510000
524,O. Chelimo,B,Jumping Beans,Ngoque Blicri,FW,23700000
525,O. Ghanbari,B,Jumping Beans,Coastpa Barleslands,FWMF,22670000
526,Q. Nampijja,B,Jumping Beans,Reugha,FWMF,20170000
527,A. Lamunu,B,Jumping Beans,Dosqaly,GK,25300000
528,K. Adero,B,Jumping Beans,Rosvi,GK,12060000
529,T. Makaza,B,Jumping Beans,Central Namemo Laand,MF,21920000
530,W. Nantale,B,Jumping Beans,Central Namemo Laand,MF,8410000
531,H. Taniguchi,B,Jumping Beans,Coastpa Barleslands,MF,23980000
532,J. Bah,B,Jumping Beans,Dosqaly,MF,18540000
533,K. Akullu,B,Jumping Beans,Dosqaly,MF,24260000
534,T. Mugoya,B,Jumping Beans,Dosqaly,MF,20330000
535,N. Grgi?,B,Jumping Beans,Ingre,MF,25240000
536,C. Ková?,B,Jumping Beans,Loco Phirema,MF,25200000
537,R. Rusere,B,Jumping Beans,Tercapetralgrorus,MF,25090000
538,H. Rees,B,Jumping Beans,Eastern Covaki,MFDF,23010000
539,C. Nafuna,B,Jumping Beans,Dosqaly,MFFW,26240000
540,H. Kovács,B,Jumping Beans,Dosqaly,MFFW,22040000
541,X. Opira,B,Jumping Beans,Dosqaly,MFFW,11190000
542,E. Ayerango,B,Jumping Beans,Loco Phirema,MFFW,6670000
543,V. Nabbosa,B,Jumping Beans,Quewenia,MFFW,10700000
544,E. Muwanguzi,B,Jumping Beans,Reugha,MFFW,28530000
545,A. Namataka,B,Mean Colts,Dosqaly,DF,4990000
546,D. Kugonza,B,Mean Colts,Dosqaly,DF,18090000
547,K. Kao,B,Mean Colts,Dosqaly,DF,18550000
548,M. Guma,B,Mean Colts,Dosqaly,DF,22060000
549,U. Francisco,B,Mean Colts,Dosqaly,DF,19670000
550,V. Chauke,B,Mean Colts,Dosqaly,DF,23920000
551,K. Nanyonjo,B,Mean Colts,Imaar Vircoand,DF,10010000
552,H. Pärn,B,Mean Colts,Iverde,DF,16810000
553,C. Nurjanah,B,Mean Colts,New Somoe,DF,15050000
554,C. Oloya,B,Mean Colts,Reugha,DF,14890000
555,M. Heinonen,B,Mean Colts,Reugha,DF,24310000
556,Q. Turinawe,B,Mean Colts,Rosvi,DF,9130000
557,Y. bin Abu Bakar,B,Mean Colts,Central Namemo Laand,FW,30190000
558,E. Tahirovi?,B,Mean Colts,Dosqaly,FW,28320000
559,S. Lombardo,B,Mean Colts,Dosqaly,FW,26820000
560,Z. Basile,B,Mean Colts,Dosqaly,FW,31410000
561,M. Wójcik,B,Mean Colts,Dosqaly,FWMF,19610000
562,J. Ogawa,B,Mean Colts,Dosqaly,GK,8370000
563,A. Chipeta,B,Mean Colts,Zamlie Niabangthe,GK,22410000
564,H. Dehghan,B,Mean Colts,Central Diasongo,MF,18500000
565,A. ?engi?,B,Mean Colts,Dosqaly,MF,28800000
566,B. Grabowski,B,Mean Colts,Dosqaly,MF,16950000
567,Q. Messina,B,Mean Colts,Dosqaly,MF,19270000
568,V. Foong,B,Mean Colts,Dosqaly,MF,4050000
569,Z. Robin,B,Mean Colts,Reugha,MF,17370000
570,V. Apio,B,Mean Colts,Greri Landmoslands,MFFW,31290000
571,E. Kunihira,B,Mean Colts,Lenia Gerdanho,MFFW,40710000
572,F. Sepp,B,Mean Poets,Dosqaly,DF,11430000
573,G. Bernardi,B,Mean Poets,Dosqaly,DF,28420000
574,J. Driwaru,B,Mean Poets,Dosqaly,DF,9610000
575,L. Masson,B,Mean Poets,Dosqaly,DF,18480000
576,L. Namugaya,B,Mean Poets,Dosqaly,DF,19120000
577,Q. Nakintu,B,Mean Poets,Dosqaly,DF,17250000
578,R. Okoye,B,Mean Poets,Dosqaly,DF,15700000
579,K. Koskinen,B,Mean Poets,New Rapore,DF,17390000
580,C. Namanda,B,Mean Poets,Puway,DF,10460000
581,D. Günther,B,Mean Poets,Puway,DF,13690000
582,H. Suleiman,B,Mean Poets,People's Land of Maneau,DFMF,24870000
583,R. Lor,B,Mean Poets,Dosqaly,FW,35610000
584,E. Kaweesi,B,Mean Poets,Giumle Lizeibon,FW,26440000
585,X. Ngwenya,B,Mean Poets,Republic of Denand Landsa,FW,37460000
586,A. Tusingwire,B,Mean Poets,Dosqaly,FWMF,24400000
587,M. Musenero,B,Mean Poets,Dosqaly,FWMF,22640000
588,N. Soto,B,Mean Poets,Lenia Gerdanho,FWMF,31860000
589,U. Tan,B,Mean Poets,Varijitri Isles,FWMF,11110000
590,A. Suboti?,B,Mean Poets,Dosqaly,GK,12380000
591,T. Bonabana,B,Mean Poets,Dosqaly,GK,9890000
592,O. Majhi,B,Mean Poets,Dosqaly,MF,27340000
593,P. Giramia,B,Mean Poets,Dosqaly,MF,22520000
594,W. Muwanga,B,Mean Poets,Dosqaly,MF,21640000
595,G. Shah,B,Mean Poets,Central Namemo Laand,MFFW,13510000
596,B. Rubio,B,Mean Poets,Dosqaly,MFFW,22760000
597,H. Hovhannisyan,B,Mean Poets,Dosqaly,MFFW,29210000
598,X. Chevalier,B,Mean Poets,Dosqaly,MFFW,25970000
599,W. Muchenje,B,Overconfident Kangaroos,Biarizea,DF,10490000
600,C. Prakash,B,Overconfident Kangaroos,Dosqaly,DF,8840000
601,F. bin Ishak,B,Overconfident Kangaroos,Dosqaly,DF,14680000
602,K. Amer,B,Overconfident Kangaroos,Dosqaly,DF,24570000
603,K. Ber,B,Overconfident Kangaroos,Dosqaly,DF,17830000
604,S. Aisyah,B,Overconfident Kangaroos,Dosqaly,DF,10830000
605,B. Savolainen,B,Overconfident Kangaroos,Lefghau,DF,22460000
606,Y. Koay,B,Overconfident Kangaroos,Reugha,DF,13180000
607,H. Kabugho,B,Overconfident Kangaroos,Sobianitedrucy,DF,11690000
608,V. Thakor,B,Overconfident Kangaroos,Dosqaly,DFMF,27750000
609,Q. Mangwiro,B,Overconfident Kangaroos,Coastpa Barleslands,FW,20440000
610,E. Akwii,B,Overconfident Kangaroos,Dosqaly,FW,12920000
611,F. Chiumia,B,Overconfident Kangaroos,Dosqaly,FW,28800000
612,K. Katongole,B,Overconfident Kangaroos,Dosqaly,FW,9190000
613,E. De Santis,B,Overconfident Kangaroos,Dosqaly,FWMF,22400000
614,G. Leclercq,B,Overconfident Kangaroos,Dosqaly,FWMF,14560000
615,H. Sugiyama,B,Overconfident Kangaroos,Dosqaly,FWMF,28570000
616,Q. Ajiko,B,Overconfident Kangaroos,Lefghau,FWMF,38960000
617,E. Wibowo,B,Overconfident Kangaroos,Coastpa Barleslands,GK,16090000
618,V. Arnold,B,Overconfident Kangaroos,Coastpa Barleslands,GK,15590000
619,B. Ochieng,B,Overconfident Kangaroos,Dosqaly,GK,24940000
620,G. Nakisuyi,B,Overconfident Kangaroos,Central Namemo Laand,MF,20200000
621,I. Salminen,B,Overconfident Kangaroos,Dosqaly,MF,10790000
622,M. Jha,B,Overconfident Kangaroos,Dosqaly,MF,25320000
623,P. Hakim,B,Overconfident Kangaroos,Dosqaly,MF,26620000
624,Y. Ademovi?,B,Overconfident Kangaroos,Dosqaly,MF,22560000
625,Y. Zia,B,Overconfident Kangaroos,Dosqaly,MF,15920000
626,D. Kakande,B,Overconfident Kangaroos,Dosqaly,MFFW,22650000
627,F. Bello,B,Overconfident Kangaroos,Dosqaly,MFFW,24890000
628,Q. Awekonimungu,B,Overconfident Kangaroos,Dosqaly,MFFW,28840000
629,U. Mustapha,B,Overconfident Kangaroos,Dosqaly,MFFW,24470000
630,B. Amin,B,Overconfident Kangaroos,Southern Ristan,MFFW,24760000
631,X. Ssemakula,B,Serious Thunderbirds,Central Namemo Laand,DF,15690000
632,V. Ezra,B,Serious Thunderbirds,Coastpa Barleslands,DF,15160000
633,Z. Patel,B,Serious Thunderbirds,Coastpa Barleslands,DF,19120000
634,A. Nakiranda,B,Serious Thunderbirds,Dosqaly,DF,23190000
635,B. Simango,B,Serious Thunderbirds,Dosqaly,DF,4720000
636,E. Fernando,B,Serious Thunderbirds,Dosqaly,DF,21360000
637,E. Schmitz,B,Serious Thunderbirds,Dosqaly,DF,17850000
638,Q. Ueda,B,Serious Thunderbirds,Dosqaly,DF,23280000
639,T. Y?ld?z,B,Serious Thunderbirds,Dosqaly,DF,15590000
640,U. Chen,B,Serious Thunderbirds,Dosqaly,DF,27720000
641,L. Rostami,B,Serious Thunderbirds,Former Maneau,DF,19040000
642,Z. Donkor,B,Serious Thunderbirds,Ingre,DF,9650000
643,D. Kyambadde,B,Serious Thunderbirds,Iverde,DF,11710000
644,S. Agustina,B,Serious Thunderbirds,Lefghau,DF,6580000
645,B. Miyasaki,B,Serious Thunderbirds,Dosqaly,DFMF,9710000
646,C. Nankya,B,Serious Thunderbirds,Dosqaly,FW,35850000
647,I. Okada,B,Serious Thunderbirds,Dosqaly,FW,29310000
648,K. Wo?niak,B,Serious Thunderbirds,Dosqaly,FW,30830000
649,M. Galli,B,Serious Thunderbirds,Dosqaly,FW,8840000
650,U. Rees,B,Serious Thunderbirds,Dosqaly,FW,26660000
651,V. Gallo,B,Serious Thunderbirds,Tabhu Striary,FW,28500000
652,K. Guerra,B,Serious Thunderbirds,Dosqaly,FWMF,25510000
653,H. Kamal,B,Serious Thunderbirds,Dosqaly,GK,31230000
654,I. Sano,B,Serious Thunderbirds,Dosqaly,GK,5240000
655,J. Lunkuse,B,Serious Thunderbirds,People's Land of Maneau,GK,27040000
656,T. Khaukha,B,Serious Thunderbirds,Central Namemo Laand,MF,22280000
657,E. Pang,B,Serious Thunderbirds,Dosqaly,MF,11150000
658,H. Nsungwa,B,Serious Thunderbirds,Dosqaly,MF,24890000
659,N. Oyama,B,Serious Thunderbirds,Dosqaly,MF,11790000
660,O. Amanyire,B,Serious Thunderbirds,Dosqaly,MF,18380000
661,R. Mujuni,B,Serious Thunderbirds,Dosqaly,MF,13520000
662,G. Avraham,B,Serious Thunderbirds,Dosqaly,MFDF,17810000
663,D. Dumitru,B,Serious Thunderbirds,Czechnor,MFFW,28060000
664,G. Debnath,B,Serious Thunderbirds,Dosqaly,MFFW,28990000
665,H. Chirwa,B,Serious Thunderbirds,Dosqaly,MFFW,22110000
666,N. Masango,B,Serious Thunderbirds,Dosqaly,MFFW,5680000
667,N. Opolot,B,Serious Thunderbirds,Dosqaly,MFFW,1630000
668,T. Amutuhaire,B,Serious Thunderbirds,Dosqaly,MFFW,10890000
669,Z. Katusiime,B,Serious Thunderbirds,Dosqaly,MFFW,17530000
670,H. Munetsi,B,Serious Thunderbirds,Pierrema,MFFW,27800000
671,E. Ilukol,B,Simple Jayhawks,Dosqaly,DF,21600000
672,F. Olinga,B,Simple Jayhawks,Dosqaly,DF,17170000
673,M. Ruggiero,B,Simple Jayhawks,Dosqaly,DF,19470000
674,L. Masaba,B,Simple Jayhawks,Nancipenuaroe,DF,14600000
675,J. Schuster,B,Simple Jayhawks,Reugha,DF,15160000
676,R. Dumont,B,Simple Jayhawks,Tabhu Striary,DF,7420000
677,D. Tshuma,B,Simple Jayhawks,Coastpa Barleslands,FW,30920000
678,X. Kwesiga,B,Simple Jayhawks,Coastpa Barleslands,FW,20670000
679,A. Salazar,B,Simple Jayhawks,Rarita,FW,22880000
680,U. Musekiwa,B,Simple Jayhawks,Southern Ristan,FW,21360000
681,E. Okonkwo,B,Simple Jayhawks,Coastpa Barleslands,FWMF,14060000
682,S. Moss,B,Simple Jayhawks,Coastpa Barleslands,FWMF,36280000
683,Y. Khatun,B,Simple Jayhawks,Coastpa Barleslands,FWMF,26150000
684,A. Tushabomwe,B,Simple Jayhawks,New Somoe,FWMF,37230000
685,J. Chukwu,B,Simple Jayhawks,Dosqaly,GK,8810000
686,R. Rizzi,B,Simple Jayhawks,Pierrema,GK,20690000
687,F. Evans,B,Simple Jayhawks,Central Diasongo,MF,15110000
688,Q. Kaseke,B,Simple Jayhawks,Central Diasongo,MF,25010000
689,J. Sembiring,B,Simple Jayhawks,Coastpa Barleslands,MF,4220000
690,O. Muwonge,B,Simple Jayhawks,Coastpa Barleslands,MF,15890000
691,A. Nwachukwu,B,Simple Jayhawks,Dosqaly,MF,17850000
692,P. Oravec,B,Simple Jayhawks,Dosqaly,MF,24660000
693,P. Otoo,B,Simple Jayhawks,Reugha,MF,28260000
694,E. Ooi,B,Simple Jayhawks,Reugha,MFDF,16860000
695,E. Maulana,B,Simple Jayhawks,Dosqaly,MFFW,26020000
696,G. Nugroho,B,Simple Jayhawks,New Rapore,MFFW,19400000
697,H. Amponsah,B,Simple Jayhawks,Pierrema,MFFW,34760000
698,S. Nalugwa,B,Simple Privateers,Biarizea,DF,17430000
699,M. Ma,B,Simple Privateers,Central Namemo Laand,DF,9760000
700,J. Kinoshita,B,Simple Privateers,Czechnor,DF,8790000
701,K. Ber,B,Simple Privateers,Dosqaly,DF,10420000
702,H. Naluyima,B,Simple Privateers,Lenia Gerdanho,DF,18000000
703,B. Bos,B,Simple Privateers,Nathuacamana,DF,17750000
704,N. Gumbo,B,Simple Privateers,People's Land of Maneau,DF,19030000
705,H. Lefebvre,B,Simple Privateers,Reugha,DF,29870000
706,P. Xu,B,Simple Privateers,Dosqaly,DFMF,18820000
707,D. Ochan,B,Simple Privateers,Coastpa Barleslands,FW,21260000
708,U. Utomo,B,Simple Privateers,Dosqaly,FW,15800000
709,X. Akol,B,Simple Privateers,Dosqaly,FW,35150000
710,Y. Fong,B,Simple Privateers,Dosqaly,FW,17850000
711,O. Martini,B,Simple Privateers,Tercapetralgrorus,FW,32990000
712,P. Otto,B,Simple Privateers,Dosqaly,FWDF,20210000
713,C. Shumba,B,Simple Privateers,Cabral Retrea,FWMF,11110000
714,F. Namajja,B,Simple Privateers,Central Badad,FWMF,20530000
715,H. Jiu,B,Simple Privateers,Central Diasongo,FWMF,24920000
716,F. Bizjak,B,Simple Privateers,Dosqaly,FWMF,28770000
717,J. Kirabo,B,Simple Privateers,Dosqaly,FWMF,26560000
718,V. Nagawa,B,Simple Privateers,Dosqaly,FWMF,33720000
719,V. Arnold,B,Simple Privateers,Coastpa Barleslands,GK,11630000
720,Z. Lefevre,B,Simple Privateers,Quewenia,GK,21100000
721,Y. Goh,B,Simple Privateers,Tito Mia,GK,18900000
722,R. Ferretti,B,Simple Privateers,Coastpa Barleslands,MF,10900000
723,B. bin Awang,B,Simple Privateers,Czechnor,MF,27310000
724,H. Karjalainen,B,Simple Privateers,Dosqaly,MF,14270000
725,J. Ssemanda,B,Simple Privateers,Dosqaly,MF,12660000
726,W. Mugisha,B,Simple Privateers,Dosqaly,MF,20160000
727,E. Becker,B,Simple Privateers,Central Namemo Laand,MFDF,15790000
728,B. Nakabugo,B,Simple Privateers,Sina Daofra,MFDF,21130000
729,O. Ali,B,Simple Privateers,Loco Phirema,MFFW,26800000
730,T. Owiny,B,Simple Privateers,Pierrema,MFFW,22680000
731,F. Baguma,B,Solemn Leopards,Coastpa Barleslands,DF,27960000
732,F. Hubert,B,Solemn Leopards,Dosqaly,DF,27540000
733,S. Chelangat,B,Solemn Leopards,Dosqaly,DF,11610000
734,G. Jumbe,B,Solemn Leopards,Imaar Vircoand,DF,18370000
735,K. Golan,B,Solemn Leopards,Lylimi,DF,13050000
736,M. Tseu,B,Solemn Leopards,Manlisgamncent,DF,18350000
737,A. Peña,B,Solemn Leopards,Nganion,DF,19020000
738,S. Candiru,B,Solemn Leopards,Nganion,DF,19920000
739,P. Chi,B,Solemn Leopards,Rarita,DF,12610000
740,R. Mutumba,B,Solemn Leopards,Dosqaly,DFFW,30020000
741,W. Salamah,B,Solemn Leopards,Lefghau,DFFW,16480000
742,C. Omar,B,Solemn Leopards,Dosqaly,FW,28270000
743,T. Marques,B,Solemn Leopards,Dosqaly,FW,29270000
744,P. Jackson,B,Solemn Leopards,Imaar Vircoand,FW,26230000
745,F. Nyakaisiki,B,Solemn Leopards,Nkasland Cronestan,FW,26960000
746,F. Schäfer,B,Solemn Leopards,Rosvi,FW,22680000
747,R. binti Mohamed,B,Solemn Leopards,Coastpa Barleslands,FWDF,28750000
748,Q. Okiror,B,Solemn Leopards,Dosqaly,FWMF,34100000
749,S. Abdullahi,B,Solemn Leopards,Dosqaly,FWMF,27380000
750,Z. Heinonen,B,Solemn Leopards,Dosqaly,FWMF,27090000
751,K. Baumann,B,Solemn Leopards,Tabhu Striary,FWMF,24230000
752,A. Mbusa,B,Solemn Leopards,Dosqaly,GK,22320000
753,N. Tumwesigye,B,Solemn Leopards,Dosqaly,GK,16350000
754,A. Odaga,B,Solemn Leopards,Byasier Pujan,MF,19460000
755,D. Cauhan,B,Solemn Leopards,Dosqaly,MF,26690000
756,F. Kobugabe,B,Solemn Leopards,Dosqaly,MF,23400000
757,K. Makaza,B,Solemn Leopards,Dosqaly,MF,30230000
758,Q. Muhammed,B,Solemn Leopards,Dosqaly,MF,11250000
759,Q. Ruzvidzo,B,Solemn Leopards,Dosqaly,MF,22830000
760,T. Tóth,B,Solemn Leopards,Dosqaly,MF,19890000
761,W. D'amico,B,Solemn Leopards,Dosqaly,MF,24330000
762,J. Odeke,B,Somber Stallions,Byasier Pujan,DF,6730000
763,M. Chavula,B,Somber Stallions,Dosqaly,DF,18200000
764,W. Aciro,B,Somber Stallions,Dosqaly,DF,20240000
765,I. Nabatanzi,B,Somber Stallions,Greri Landmoslands,DF,16110000
766,P. Nahabwe,B,Somber Stallions,Greri Landmoslands,DF,6510000
767,S. Lamptey,B,Somber Stallions,Manlisgamncent,DF,24140000
768,M. Nagudi,B,Somber Stallions,Pitpu Biaal,DF,20320000
769,L. James,B,Somber Stallions,Varijitri Isles,DF,18100000
