,Player,Salary0,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9
1441,l.zuki,28580000,28664000,28744000,28793000,28884000,28886000,28970000,28983000,29031000,29036000
1442,a.mitrovi,15520000,15554000,15573000,15620000,15666000,15747000,15757000,15783000,15803000,15896000
1443,a.ninsiima,26070000,26129000,26178000,26185000,26235000,26334000,26412000,26468000,26485000,26523000
1444,e.nilsson,11940000,12029000,12076000,12107000,12177000,12234000,12274000,12326000,12365000,12413000
1445,e.ow,31490000,31530000,31532000,31553000,31556000,31635000,31637000,31720000,31813000,31882000
1446,f.rodrigues,19890000,19892000,19904000,19949000,19969000,20060000,20134000,20185000,20272000,20339000
1447,h.arab,15910000,15944000,15948000,15985000,16059000,16082000,16134000,16156000,16240000,16273000
1448,i.nuwamanya,15320000,15420000,15465000,15473000,15511000,15555000,15642000,15695000,15785000,15857000
1449,r.amule,29600000,29637000,29659000,29756000,29791000,29809000,29830000,29836000,29868000,29914000
1450,t.levy,35250000,35290000,35367000,35401000,35421000,35519000,35548000,35588000,35589000,35592000
1451,r.paris,27730000,27825000,27883000,27970000,27996000,28059000,28099000,28120000,28134000,28188000
1452,t.nasirumbi,27410000,27417000,27436000,27472000,27518000,27617000,27635000,27719000,27772000,27821000
1453,i.shoshan,28600000,28666000,28686000,28782000,28876000,28880000,28965000,29002000,29083000,29130000
1454,a.makore,27520000,27578000,27657000,27713000,27794000,27884000,27951000,27987000,28034000,28110000
1455,a.kyarikunda,14770000,14825000,14847000,14944000,15028000,15110000,15126000,15197000,15227000,15260000
1456,m.mangena,18190000,18264000,18360000,18413000,18455000,18513000,18583000,18671000,18689000,18708000
1457,j.ashknaziy,36100000,36107000,36140000,36206000,36241000,36285000,36307000,36402000,36500000,36505000
1458,g.nakandi,37500000,37514000,37532000,37624000,37698000,37748000,37784000,37788000,37850000,37929000
1459,u.nambuya,23550000,23605000,23665000,23698000,23741000,23801000,23860000,23914000,23931000,24026000
1460,l.morin,28510000,28600000,28606000,28636000,28672000,28739000,28811000,28838000,28928000,28977000
1461,l.nakuya,3540000,3640000,3680000,3753000,3838000,3936000,4002000,4029000,4033000,4065000
1462,o.fekete,36520000,36535000,36585000,36658000,36697000,36730000,36801000,36852000,36893000,36916000
1463,h.kisembo,20640000,20704000,20737000,20833000,20905000,20998000,21010000,21073000,21113000,21137000
1464,h.valentini,23720000,23777000,23852000,23876000,23890000,23983000,24037000,24045000,24070000,24097000
1465,r.kwakye,16430000,16431000,16460000,16553000,16650000,16700000,16711000,16726000,16791000,16848000
1466,t.nasution,15980000,15991000,16060000,16083000,16102000,16201000,16268000,16296000,16362000,16415000
1467,b.nakandi,14330000,14383000,14456000,14531000,14591000,14599000,14610000,14646000,14682000,14717000
1468,k.driciru,4950000,5010000,5016000,5043000,5062000,5109000,5170000,5262000,5311000,5406000
1469,e.potonik,22840000,22844000,22936000,22950000,22951000,22972000,23017000,23022000,23055000,23146000
1470,x.boyko,9340000,9437000,9475000,9570000,9619000,9701000,9704000,9779000,9875000,9938000
1471,z.chavula,20770000,20811000,20875000,20916000,20943000,21026000,21057000,21058000,21103000,21108000
1472,x.williams,28990000,29052000,29061000,29116000,29149000,29200000,29266000,29330000,29417000,29484000
1473,l.schubert,15430000,15434000,15497000,15576000,15580000,15584000,15666000,15761000,15819000,15898000
1474,h.zare,36690000,36766000,36860000,36959000,37032000,37092000,37190000,37220000,37243000,37341000
1475,i.gashi,22970000,22979000,23018000,23026000,23052000,23093000,23121000,23213000,23288000,23363000
1476,m.ayebazibwe,16610000,16709000,16808000,16861000,16889000,16975000,16993000,17085000,17086000,17137000
1477,s.ningsih,28890000,28982000,29034000,29063000,29127000,29226000,29304000,29373000,29391000,29434000
1478,j.saidu,24890000,24924000,24931000,24948000,24957000,25056000,25144000,25178000,25241000,25261000
1479,f.nyakaisiki,27450000,27511000,27514000,27579000,27583000,27602000,27660000,27732000,27740000,27772000
1480,f.akwero,27600000,27666000,27738000,27835000,27893000,27975000,27980000,27995000,28087000,28165000
1481,k.clark,32630000,32666000,32675000,32708000,32801000,32839000,32874000,32898000,32901000,32942000
1482,c.mugabirwe,34500000,34506000,34603000,34702000,34705000,34740000,34798000,34861000,34877000,34949000
1483,h.kirabira,16470000,16486000,16491000,16579000,16612000,16639000,16719000,16723000,16762000,16816000
1484,r.namande,24620000,24709000,24805000,24834000,24834000,24907000,24930000,24986000,24992000,25015000
1485,r.nkosi,8940000,8981000,9065000,9108000,9127000,9198000,9232000,9272000,9352000,9395000
1486,n.busingye,1310000,1371000,1441000,1536000,1616000,1679000,1774000,1812000,1841000,1889000
1487,r.owere,7070000,7123000,7197000,7284000,7343000,7410000,7446000,7485000,7497000,7574000
1488,z.banda,29660000,29663000,29760000,29853000,29906000,30002000,30064000,30121000,30168000,30205000
1489,a.mucunguzi,28820000,28915000,28966000,29045000,29097000,29193000,29215000,29232000,29286000,29323000
1490,m.delgado,31320000,31333000,31370000,31458000,31501000,31511000,31515000,31602000,31607000,31671000
1491,r.gentile,24480000,24543000,24619000,24675000,24740000,24745000,24833000,24919000,24993000,25003000
1492,c.muhammadu,30900000,30973000,31057000,31090000,31168000,31191000,31233000,31289000,31367000,31405000
1493,q.liang,30270000,30316000,30359000,30392000,30434000,30481000,30554000,30574000,30614000,30655000
1494,w.joao,19710000,19760000,19786000,19828000,19871000,19881000,19890000,19925000,19951000,20051000
1495,l.achen,36570000,36633000,36646000,36656000,36725000,36731000,36777000,36813000,36905000,36946000
1496,z.krajnc,15420000,15434000,15512000,15578000,15609000,15616000,15647000,15701000,15728000,15826000
1497,h.kabugho,17480000,17495000,17560000,17576000,17658000,17743000,17823000,17909000,17975000,18071000
1498,l.yulianti,22730000,22776000,22868000,22906000,22982000,22997000,23028000,23030000,23040000,23129000
1499,o.gamal,12770000,12810000,12905000,12907000,13003000,13049000,13095000,13179000,13203000,13215000
1500,r.bogere,16990000,17080000,17143000,17212000,17258000,17354000,17391000,17468000,17499000,17523000
1501,s.nayiga,15660000,15737000,15799000,15834000,15841000,15895000,15922000,15974000,16049000,16133000
1502,a.ansah,28580000,28599000,28670000,28704000,28722000,28797000,28860000,28927000,29016000,29070000
1503,v.rocha,22160000,22203000,22299000,22386000,22434000,22473000,22515000,22611000,22675000,22736000
1504,l.dewit,16290000,16348000,16350000,16412000,16458000,16505000,16573000,16576000,16649000,16747000
1505,b.esposito,13470000,13525000,13576000,13609000,13627000,13669000,13722000,13767000,13826000,13904000
1506,f.oreilly,27080000,27099000,27120000,27219000,27240000,27255000,27324000,27376000,27428000,27497000
1507,i.kafeero,25890000,25959000,26021000,26067000,26096000,26156000,26221000,26221000,26259000,26327000
1508,v.ngwira,18600000,18664000,18724000,18812000,18903000,18919000,18995000,18997000,19072000,19163000
1509,g.gonzalez,20480000,20492000,20516000,20574000,20643000,20731000,20799000,20852000,20862000,20925000
1510,h.kelmendi,7020000,7098000,7132000,7142000,7214000,7270000,7302000,7322000,7343000,7362000
1511,j.vasquez,32300000,32364000,32432000,32461000,32502000,32520000,32526000,32565000,32650000,32738000
1512,a.amongin,20860000,20901000,20999000,21076000,21125000,21221000,21234000,21280000,21321000,21365000
1513,n.tkachuk,20000000,20057000,20089000,20110000,20125000,20161000,20241000,20317000,20373000,20410000
1514,k.mohammadzadeh,25710000,25710000,25783000,25830000,25879000,25975000,26061000,26086000,26126000,26137000
1515,o.maulana,33970000,34009000,34041000,34109000,34119000,34213000,34289000,34303000,34359000,34402000
1516,t.yakovenko,21430000,21472000,21543000,21546000,21607000,21682000,21692000,21728000,21777000,21793000
1517,v.owusu,16100000,16159000,16220000,16245000,16254000,16274000,16323000,16357000,16425000,16524000
1518,z.braun,29300000,29366000,29408000,29492000,29526000,29564000,29649000,29709000,29765000,29785000
1519,a.kalule,26790000,26886000,26896000,26993000,27064000,27070000,27164000,27203000,27268000,27289000
1520,z.dhlamini,29140000,29207000,29306000,29392000,29404000,29486000,29491000,29570000,29610000,29632000
1521,u.makoni,30930000,30933000,30976000,31017000,31096000,31105000,31189000,31265000,31346000,31394000
1522,o.meszaros,12530000,12619000,12638000,12704000,12761000,12848000,12931000,12941000,12956000,13010000
1523,y.smit,15610000,15679000,15740000,15833000,15921000,15923000,15979000,16074000,16146000,16156000
1524,e.mugoya,10920000,10922000,10992000,11090000,11135000,11176000,11180000,11197000,11233000,11241000
1525,h.bhebhe,16980000,17028000,17114000,17190000,17235000,17278000,17352000,17380000,17448000,17475000
1526,w.namukose,8960000,8968000,9006000,9099000,9131000,9229000,9312000,9407000,9458000,9482000
1527,i.fernandes,22320000,22367000,22450000,22472000,22559000,22573000,22595000,22638000,22644000,22719000
1528,g.ribeiro,17240000,17289000,17334000,17346000,17413000,17473000,17497000,17568000,17654000,17696000
1529,n.mushabe,16540000,16583000,16657000,16682000,16691000,16716000,16802000,16888000,16930000,16989000
1530,b.angella,22030000,22115000,22123000,22173000,22245000,22310000,22314000,22337000,22387000,22398000
1531,f.nyiramahoro,6960000,7050000,7149000,7188000,7263000,7272000,7303000,7331000,7355000,7386000
1532,h.hsu,15720000,15773000,15862000,15873000,15925000,16004000,16074000,16139000,16238000,16267000
1533,o.ahamad,26580000,26673000,26743000,26812000,26827000,26862000,26916000,26925000,27003000,27066000
1534,g.abdi,10320000,10395000,10463000,10546000,10585000,10599000,10627000,10637000,10640000,10730000
1535,e.munetsi,16360000,16420000,16458000,16558000,16653000,16728000,16742000,16788000,16809000,16901000
1536,k.amoding,11500000,11596000,11610000,11642000,11643000,11691000,11696000,11741000,11769000,11804000
1537,a.patal,27580000,27664000,27669000,27686000,27749000,27776000,27870000,27890000,27928000,28014000
1538,m.ogbonna,19640000,19720000,19747000,19846000,19847000,19931000,20003000,20060000,20128000,20169000
1539,e.bosnjak,21250000,21327000,21394000,21406000,21452000,21480000,21554000,21564000,21649000,21683000
1540,c.majoni,30850000,30942000,30982000,31068000,31157000,31182000,31199000,31274000,31363000,31389000
1541,o.night,26110000,26190000,26254000,26341000,26354000,26379000,26392000,26404000,26430000,26447000
1542,v.razak,6700000,6755000,6847000,6935000,6956000,7019000,7022000,7065000,7160000,7167000
1543,u.mvula,24880000,24978000,25059000,25120000,25134000,25168000,25257000,25285000,25307000,25355000
1544,s.kor,30880000,30886000,30978000,30991000,31034000,31123000,31171000,31265000,31268000,31339000
1545,z.angom,17890000,17907000,17996000,18031000,18096000,18123000,18158000,18207000,18280000,18324000
1546,o.binabdulrahman,25530000,25627000,25639000,25672000,25720000,25738000,25797000,25823000,25860000,25891000
1547,u.lomongin,29470000,29539000,29615000,29664000,29685000,29694000,29777000,29831000,29861000,29881000
1548,a.shafiee,25740000,25809000,25824000,25884000,25939000,25992000,26052000,26082000,26120000,26128000
1549,p.arhin,17470000,17494000,17584000,17667000,17684000,17758000,17793000,17887000,17957000,18020000
1550,h.pichler,36250000,36270000,36342000,36423000,36471000,36560000,36637000,36685000,36782000,36809000
1551,i.mushonga,29560000,29615000,29698000,29784000,29832000,29863000,29914000,29994000,29994000,30005000
1552,v.ogwal,14940000,14943000,14957000,15018000,15077000,15134000,15213000,15225000,15318000,15363000
1553,x.aliru,16230000,16296000,16326000,16388000,16433000,16519000,16595000,16646000,16697000,16779000
1554,b.ozols,20490000,20547000,20603000,20698000,20731000,20809000,20877000,20941000,20980000,20983000
1555,a.marchenko,18470000,18563000,18563000,18629000,18649000,18709000,18765000,18778000,18835000,18898000
1556,w.hamad,12930000,13025000,13030000,13074000,13153000,13202000,13268000,13308000,13310000,13391000
1557,d.kos,12560000,12610000,12649000,12701000,12717000,12770000,12799000,12871000,12937000,12975000
1558,e.ghosh,14040000,14045000,14137000,14152000,14191000,14264000,14320000,14412000,14434000,14463000
1559,e.nemeth,39390000,39445000,39463000,39506000,39520000,39605000,39683000,39758000,39800000,39828000
1560,f.odaga,21970000,21979000,22026000,22059000,22144000,22207000,22218000,22252000,22307000,22372000
1561,k.nanyondo,28630000,28662000,28752000,28767000,28813000,28857000,28926000,29017000,29017000,29023000
1562,k.reyes,25690000,25761000,25861000,25913000,25975000,26064000,26103000,26103000,26108000,26138000
1563,o.barasa,31230000,31294000,31319000,31335000,31385000,31484000,31562000,31576000,31658000,31666000
1564,y.mugerwa,35970000,35982000,35999000,36040000,36050000,36100000,36145000,36167000,36201000,36271000
1565,q.krasniqi,25550000,25604000,25664000,25764000,25800000,25825000,25874000,25917000,25938000,26007000
1566,z.njoku,20690000,20717000,20764000,20816000,20869000,20936000,21004000,21079000,21084000,21169000
1567,l.nanono,4890000,4905000,4962000,4977000,5019000,5030000,5079000,5162000,5177000,5219000
1568,p.matsumoto,23070000,23163000,23235000,23284000,23302000,23351000,23373000,23415000,23428000,23456000
1569,w.kisitu,15430000,15515000,15548000,15554000,15556000,15614000,15682000,15709000,15749000,15827000
1570,k.taremwa,25690000,25711000,25744000,25832000,25841000,25856000,25933000,25979000,25984000,26027000
1571,c.reuben,11590000,11637000,11645000,11686000,11777000,11828000,11904000,11931000,11958000,12033000
1572,z.nyamahunge,24140000,24229000,24246000,24256000,24291000,24301000,24382000,24393000,24439000,24466000
1573,y.nanyondo,28410000,28483000,28539000,28568000,28611000,28617000,28622000,28656000,28684000,28691000
1574,m.ngamita,32700000,32713000,32726000,32780000,32843000,32921000,32948000,32983000,33039000,33072000
1575,g.achia,18200000,18266000,18269000,18289000,18304000,18306000,18310000,18317000,18393000,18431000
1576,t.ray,25910000,26000000,26023000,26050000,26132000,26217000,26303000,26398000,26409000,26440000
1577,v.persson,39160000,39187000,39271000,39320000,39371000,39435000,39518000,39563000,39575000,39611000
1578,k.thompson,31300000,31386000,31394000,31457000,31521000,31616000,31617000,31712000,31755000,31781000
1579,h.michel,28870000,28898000,28934000,28991000,29040000,29129000,29144000,29157000,29214000,29243000
1580,e.ngoma,28530000,28610000,28682000,28729000,28751000,28772000,28852000,28864000,28886000,28910000
1581,g.sala,17410000,17427000,17478000,17569000,17647000,17685000,17711000,17800000,17828000,17857000
1582,h.valentini,14160000,14219000,14319000,14377000,14459000,14518000,14536000,14548000,14647000,14709000
1583,w.teoh,26650000,26743000,26825000,26891000,26905000,26954000,27033000,27091000,27165000,27240000
1584,q.juhasz,10000000,10048000,10117000,10209000,10224000,10271000,10307000,10386000,10477000,10488000
1585,a.nasiru,19700000,19706000,19794000,19865000,19878000,19967000,20002000,20014000,20099000,20142000
1586,f.contreras,30850000,30897000,30935000,30996000,31050000,31093000,31105000,31186000,31272000,31304000
1587,h.tumukunde,24760000,24763000,24810000,24869000,24936000,25018000,25056000,25108000,25193000,25284000
1588,l.yusof,19090000,19144000,19219000,19296000,19381000,19472000,19494000,19548000,19631000,19635000
1589,d.adu,31770000,31817000,31875000,31905000,31992000,32075000,32116000,32191000,32249000,32299000
1590,o.andoh,24660000,24750000,24825000,24829000,24905000,24991000,25051000,25087000,25106000,25118000
1591,n.alum,6110000,6196000,6253000,6283000,6323000,6408000,6447000,6469000,6555000,6639000
1592,f.he,18600000,18657000,18685000,18781000,18799000,18811000,18865000,18962000,18963000,19007000
1593,a.cheang,15340000,15383000,15472000,15501000,15527000,15549000,15578000,15609000,15687000,15749000
1594,v.it,12860000,12936000,12959000,13035000,13108000,13152000,13245000,13343000,13376000,13422000
1595,j.atala,19030000,19124000,19143000,19151000,19248000,19328000,19423000,19448000,19464000,19521000
1596,c.manjhi,17730000,17735000,17814000,17861000,17917000,17956000,17970000,18024000,18078000,18154000
1597,f.ahebwa,17190000,17275000,17321000,17327000,17372000,17452000,17531000,17609000,17706000,17772000
1598,m.namiiro,25520000,25559000,25658000,25698000,25726000,25752000,25785000,25827000,25856000,25857000
1599,y.opio,30780000,30799000,30848000,30894000,30934000,31030000,31048000,31070000,31167000,31200000
1600,a.acheng,16460000,16534000,16567000,16615000,16710000,16772000,16849000,16924000,16971000,17001000
1601,c.gheorghe,30540000,30562000,30604000,30643000,30718000,30737000,30801000,30842000,30942000,31009000
1602,m.dbrowski,39770000,39807000,39897000,39982000,39985000,40027000,40059000,40130000,40136000,40163000
1603,z.ngambi,28680000,28741000,28811000,28843000,28918000,28931000,28999000,29070000,29145000,29162000
1604,n.yamashita,34180000,34230000,34238000,34307000,34376000,34474000,34553000,34621000,34678000,34739000
1605,z.osei,17430000,17493000,17585000,17672000,17739000,17744000,17813000,17897000,17951000,17995000
1606,c.abramov,8340000,8391000,8443000,8495000,8533000,8603000,8691000,8691000,8750000,8808000
1607,y.nambi,15100000,15162000,15197000,15256000,15301000,15395000,15441000,15487000,15500000,15561000
1608,k.amoding,26680000,26773000,26816000,26889000,26911000,26945000,26985000,27063000,27066000,27086000
1609,a.kovaevi,16510000,16565000,16601000,16639000,16706000,16744000,16809000,16843000,16859000,16901000
1610,h.okafor,8240000,8293000,8332000,8421000,8496000,8568000,8647000,8707000,8767000,8843000
1611,p.kachingwe,22920000,22996000,23006000,23061000,23132000,23160000,23162000,23163000,23166000,23176000
1612,w.nabuuma,33150000,33169000,33220000,33237000,33272000,33290000,33349000,33391000,33469000,33497000
1613,g.kaweesa,12420000,12461000,12498000,12535000,12577000,12658000,12694000,12723000,12783000,12796000
1614,h.adjei,29270000,29299000,29382000,29455000,29500000,29587000,29665000,29747000,29768000,29858000
1615,k.mayanja,3620000,3698000,3798000,3868000,3932000,4016000,4109000,4208000,4255000,4275000
1616,d.pfeiffer,30950000,30998000,31004000,31100000,31197000,31286000,31298000,31309000,31331000,31360000
1617,j.jorgensen,9920000,9953000,10004000,10086000,10166000,10235000,10290000,10368000,10371000,10429000
1618,j.laurent,18760000,18845000,18850000,18890000,18907000,18909000,18963000,18978000,19075000,19088000
1619,f.farkas,28800000,28878000,28946000,29039000,29077000,29112000,29195000,29265000,29268000,29343000
1620,d.muwonge,21430000,21452000,21490000,21523000,21539000,21637000,21674000,21727000,21745000,21841000
1621,x.denis,16430000,16455000,16530000,16613000,16695000,16744000,16842000,16911000,16975000,16984000
1622,z.longole,9250000,9314000,9400000,9471000,9548000,9614000,9649000,9745000,9842000,9926000
1623,b.matei,9870000,9881000,9934000,10007000,10018000,10095000,10171000,10250000,10265000,10289000
1624,c.obi,19820000,19827000,19850000,19921000,19940000,19985000,20034000,20060000,20063000,20131000
1625,d.saleh,34770000,34771000,34850000,34949000,35033000,35064000,35069000,35142000,35227000,35270000
1626,l.vandijkvandyk,22510000,22563000,22572000,22638000,22724000,22782000,22829000,22897000,22964000,22977000
1627,p.natukunda,20470000,20541000,20625000,20662000,20752000,20811000,20844000,20934000,20966000,20989000
1628,t.moretti,16100000,16154000,16161000,16179000,16181000,16235000,16249000,16297000,16364000,16386000
1629,c.malkah,28100000,28110000,28113000,28189000,28230000,28287000,28383000,28481000,28551000,28561000
1630,s.obonyo,31830000,31887000,31906000,31982000,32022000,32111000,32155000,32236000,32330000,32415000
1631,p.mukalazi,27780000,27858000,27877000,27933000,28008000,28073000,28105000,28144000,28182000,28242000
1632,v.golob,13400000,13403000,13473000,13551000,13566000,13568000,13610000,13688000,13759000,13818000
1633,v.tugume,8560000,8616000,8635000,8691000,8752000,8788000,8861000,8923000,8925000,9019000
1634,l.jean,5220000,5270000,5277000,5277000,5376000,5405000,5471000,5535000,5629000,5646000
1635,l.baidoo,20560000,20568000,20653000,20655000,20738000,20818000,20848000,20935000,20986000,21012000
1636,y.acola,37470000,37491000,37578000,37667000,37754000,37767000,37812000,37848000,37917000,37920000
1637,g.hasan,33540000,33557000,33583000,33589000,33621000,33641000,33692000,33761000,33828000,33853000
1638,k.huang,7410000,7440000,7465000,7519000,7535000,7603000,7666000,7755000,7835000,7919000
1639,j.leroux,13500000,13530000,13596000,13624000,13717000,13767000,13834000,13868000,13903000,14003000
1640,a.dekker,10680000,10719000,10783000,10844000,10869000,10953000,11018000,11042000,11076000,11158000
1641,f.lee,24350000,24423000,24512000,24543000,24630000,24721000,24727000,24758000,24840000,24863000
1642,m.chirambo,36770000,36833000,36895000,36938000,37011000,37015000,37031000,37102000,37189000,37240000
1643,u.david,35250000,35330000,35344000,35368000,35440000,35488000,35533000,35549000,35615000,35688000
1644,w.tushabomwe,37760000,37811000,37882000,37964000,38062000,38150000,38239000,38259000,38342000,38399000
1645,n.colon,29440000,29481000,29567000,29624000,29690000,29701000,29782000,29877000,29943000,29954000
1646,c.alum,9030000,9044000,9104000,9139000,9167000,9192000,9268000,9322000,9335000,9400000
1647,g.chimwaza,11410000,11437000,11517000,11609000,11628000,11677000,11692000,11766000,11783000,11857000
1648,y.brown,17950000,18003000,18087000,18129000,18209000,18297000,18329000,18406000,18421000,18456000
1649,c.adong,21330000,21370000,21441000,21487000,21585000,21653000,21732000,21794000,21811000,21874000
1650,c.moser,12890000,12951000,13000000,13013000,13095000,13138000,13229000,13293000,13378000,13477000
1651,d.henriksen,30630000,30646000,30746000,30785000,30820000,30832000,30835000,30860000,30885000,30937000
1652,u.krause,11090000,11129000,11142000,11203000,11288000,11291000,11375000,11379000,11437000,11457000
1653,d.biribawa,22570000,22587000,22653000,22658000,22688000,22726000,22786000,22857000,22955000,22959000
1654,o.nanyanzi,32690000,32740000,32746000,32802000,32889000,32966000,33015000,33026000,33101000,33175000
1655,y.gashi,24980000,25006000,25102000,25158000,25163000,25180000,25208000,25227000,25238000,25239000
1656,k.nambi,15660000,15682000,15719000,15800000,15826000,15908000,15925000,15930000,16021000,16066000
1657,t.schulz,20140000,20182000,20205000,20237000,20264000,20313000,20382000,20451000,20497000,20555000
1658,j.otoo,23940000,23967000,23987000,23999000,24085000,24089000,24112000,24206000,24264000,24358000
1659,u.quansah,6840000,6933000,6955000,7003000,7087000,7097000,7117000,7177000,7209000,7213000
1660,k.philippe,27220000,27297000,27395000,27458000,27486000,27497000,27580000,27581000,27657000,27713000
1661,g.mwima,14980000,14982000,15012000,15078000,15099000,15173000,15186000,15212000,15311000,15382000
1662,o.roth,10410000,10466000,10475000,10534000,10611000,10706000,10783000,10828000,10859000,10907000
1663,v.morel,23520000,23576000,23650000,23748000,23818000,23819000,23876000,23894000,23928000,24026000
1664,l.mumbere,16910000,16912000,16968000,16983000,17054000,17088000,17178000,17251000,17334000,17399000
1665,y.larsen,1820000,1876000,1959000,1980000,2054000,2135000,2204000,2234000,2279000,2280000
1666,h.dehghan,18510000,18541000,18570000,18592000,18665000,18706000,18791000,18812000,18816000,18896000
1667,u.nambuya,28190000,28190000,28262000,28297000,28346000,28400000,28471000,28485000,28517000,28600000
1668,k.chisi,9520000,9546000,9565000,9617000,9694000,9783000,9834000,9903000,9933000,10028000
1669,s.ghaffari,35460000,35511000,35558000,35626000,35672000,35764000,35840000,35865000,35932000,36010000
1670,x.makina,16660000,16692000,16740000,16806000,16829000,16832000,16858000,16945000,16947000,16982000
1671,l.sigauke,22570000,22647000,22699000,22743000,22764000,22855000,22952000,23001000,23072000,23097000
1672,t.musisi,18610000,18703000,18715000,18786000,18809000,18817000,18916000,18978000,18979000,18995000
1673,b.alhassan,21660000,21677000,21704000,21788000,21808000,21885000,21897000,21989000,22003000,22006000
1674,n.terzi,24170000,24249000,24293000,24304000,24348000,24401000,24489000,24541000,24627000,24679000
1675,l.chiu,20960000,21041000,21127000,21180000,21200000,21209000,21297000,21378000,21408000,21467000
1676,d.shuaibu,15780000,15858000,15874000,15929000,15997000,16044000,16139000,16163000,16178000,16219000
1677,w.ly,19030000,19081000,19153000,19191000,19254000,19257000,19307000,19405000,19422000,19456000
1678,e.deluca,30090000,30133000,30175000,30193000,30286000,30287000,30333000,30397000,30437000,30536000
1679,j.neo,19000000,19085000,19101000,19186000,19269000,19353000,19415000,19469000,19504000,19559000
1680,l.schmid,24950000,25050000,25133000,25155000,25158000,25226000,25313000,25314000,25391000,25410000
1681,m.angom,28600000,28676000,28718000,28797000,28852000,28936000,29017000,29116000,29174000,29226000
1682,q.atiku,9460000,9495000,9496000,9512000,9518000,9544000,9576000,9627000,9674000,9767000
1683,e.kalungi,25940000,26017000,26097000,26195000,26213000,26224000,26315000,26331000,26355000,26382000
1684,a.caron,31960000,31971000,31974000,32019000,32047000,32081000,32110000,32143000,32173000,32247000
1685,j.nath,19740000,19823000,19887000,19978000,20053000,20131000,20142000,20175000,20258000,20327000
1686,v.heikkinen,19700000,19781000,19849000,19854000,19886000,19938000,20027000,20078000,20146000,20169000
1687,f.mugabe,32710000,32770000,32847000,32881000,32934000,33008000,33021000,33021000,33055000,33119000
1688,p.rabiu,25830000,25858000,25951000,25999000,26007000,26085000,26107000,26165000,26214000,26231000
1689,c.hamed,13890000,13962000,13981000,14040000,14120000,14195000,14201000,14208000,14239000,14275000
1690,s.namuwonge,24230000,24238000,24311000,24402000,24467000,24520000,24548000,24602000,24655000,24698000
1691,c.ozolis,27630000,27687000,27764000,27844000,27898000,27961000,27980000,28005000,28027000,28076000
1692,y.atoo,27530000,27595000,27600000,27677000,27770000,27838000,27904000,27917000,27959000,28036000
1693,r.nahwera,12790000,12822000,12921000,12940000,13013000,13027000,13048000,13120000,13198000,13231000
1694,y.almutairi,24660000,24666000,24693000,24792000,24850000,24862000,24934000,24990000,25007000,25069000
1695,e.fiore,21760000,21854000,21876000,21881000,21907000,21946000,22027000,22060000,22082000,22166000
1696,a.saeedi,18250000,18295000,18379000,18441000,18528000,18591000,18599000,18626000,18714000,18740000
1697,y.shevchuk,22670000,22739000,22763000,22789000,22824000,22846000,22863000,22936000,23034000,23072000
1698,t.ferrari,6880000,6967000,7052000,7113000,7202000,7242000,7328000,7360000,7387000,7466000
1699,o.avako,14410000,14450000,14536000,14620000,14685000,14755000,14798000,14874000,14885000,14944000
1700,i.kolar,16430000,16477000,16577000,16627000,16658000,16702000,16755000,16785000,16812000,16906000
1701,k.mwanje,22040000,22051000,22073000,22093000,22149000,22184000,22218000,22256000,22279000,22326000
1702,s.lutaaya,20190000,20227000,20316000,20375000,20424000,20453000,20457000,20467000,20537000,20609000
1703,g.fauzi,10790000,10791000,10865000,10883000,10900000,10978000,11001000,11066000,11116000,11166000
1704,x.kazibwe,30570000,30584000,30617000,30703000,30752000,30824000,30833000,30933000,30954000,31044000
1705,v.kwiatkowski,37780000,37817000,37893000,37979000,38050000,38106000,38177000,38264000,38333000,38347000
1706,z.kiirya,27030000,27100000,27162000,27260000,27354000,27440000,27528000,27561000,27597000,27652000
1707,f.sason,31140000,31150000,31204000,31279000,31284000,31328000,31382000,31442000,31486000,31526000
1708,j.ejang,40850000,40939000,41036000,41126000,41210000,41281000,41359000,41449000,41508000,41545000
1709,k.yldz,38940000,39021000,39038000,39113000,39135000,39158000,39257000,39328000,39370000,39378000
1710,v.kao,36340000,36351000,36398000,36437000,36495000,36515000,36577000,36614000,36713000,36754000
1711,k.kizza,13590000,13641000,13646000,13678000,13748000,13846000,13907000,13984000,14064000,14123000
1712,g.feldman,14150000,14208000,14240000,14252000,14299000,14346000,14425000,14504000,14513000,14531000
1713,i.mutabazi,18280000,18372000,18466000,18535000,18619000,18631000,18702000,18734000,18782000,18842000
1714,n.tamura,39690000,39700000,39779000,39848000,39879000,39970000,40058000,40079000,40164000,40244000
1715,f.makombe,24500000,24600000,24639000,24730000,24813000,24824000,24881000,24968000,24999000,25002000
1716,l.nakashima,3200000,3239000,3274000,3329000,3345000,3377000,3477000,3515000,3610000,3670000
1717,j.manu,26490000,26531000,26582000,26601000,26693000,26696000,26762000,26825000,26874000,26967000
1718,i.roy,32930000,32955000,33003000,33005000,33010000,33069000,33087000,33152000,33207000,33211000
1719,w.kisitu,25540000,25623000,25703000,25737000,25768000,25800000,25872000,25924000,25931000,25983000
1720,w.suleman,8920000,8960000,9031000,9074000,9171000,9253000,9307000,9314000,9372000,9392000
1721,z.nakayama,12570000,12625000,12697000,12738000,12753000,12822000,12845000,12854000,12898000,12913000
